"name","Type","Color","manacost","maybeboard","tags"
"Stifle","Instant","U","{U}","false","Stiflenought"
"Vision Charm","Instant","U","{U}","false","Stiflenought"
"Accumulated Knowledge","Instant","U","{1}{U}","false","Psychatog"
"Accumulated Knowledge","Instant","U","{1}{U}","false","Psychatog"
"Accumulated Knowledge","Instant","U","{1}{U}","false","Landstill"
"Accumulated Knowledge","Instant","U","{1}{U}","false","Landstill"
"Arcane Denial","Instant","U","{1}{U}","false","Stasis"
"Counterspell","Instant","U","{U}{U}","false","Stiflenought"
"Counterspell","Instant","U","{U}{U}","false","Stasis"
"Counterspell","Instant","U","{U}{U}","false","Psychatog"
"Counterspell","Instant","U","{U}{U}","false","Landstill"
"Daze","Instant","U","{1}{U}","false","Stiflenought"
"Daze","Instant","U","{1}{U}","false","Stasis"
"Impulse","Instant","U","{1}{U}","false","Stiflenought"
"Impulse","Instant","U","{1}{U}","false","Stasis"
"Impulse","Instant","U","{1}{U}","false","Landstill"
"Mana Leak","Instant","U","{1}{U}","false","Stiflenought"
"Mana Leak","Instant","U","{1}{U}","false","Psychatog"
"Mana Leak","Instant","U","{1}{U}","false","Landstill"
"Circular Logic","Instant","U","{2}{U}","false","Madness"
"Frantic Search","Instant","U","{2}{U}","false","Madness"
"Mana Short","Instant","U","{2}{U}","false","Stasis"
"Fact or Fiction","Instant","U","{3}{U}","false","Stiflenought"
"Fact or Fiction","Instant","U","{3}{U}","false","Psychatog"
"Fact or Fiction","Instant","U","{3}{U}","false","Landstill"
"Foil","Instant","U","{2}{U}{U}","false","Madness"
"Foil","Instant","U","{2}{U}{U}","false","Stasis"
"Thwart","Instant","U","{2}{U}{U}","false","Stasis"
"Gush","Instant","U","{4}{U}","false","Stasis"
"Gush","Instant","U","{4}{U}","false","Psychatog"
"Careful Study","Sorcery","U","{U}","false","Madness"
"Portent","Sorcery","U","{U}","false","Stiflenought"
"Deep Analysis","Sorcery","U","{3}{U}","false","Madness"
"Standstill","Enchantment","U","{1}{U}","false","Stiflenought"
"Standstill","Enchantment","U","{1}{U}","false","Landstill"
"Stasis","Enchantment","U","{1}{U}","false","Stasis"
"Propaganda","Enchantment","U","{2}{U}","false","Stasis"
"Parallax Tide","Enchantment","U","{2}{U}{U}","false","Stiflenought"
"Carnophage","Creature - Zombie","B","{B}","false","Zombies"
"Shepherd of Rot","Creature - Zombie Cleric","B","{1}{B}","false","Zombies"
"Skittering Skirge","Creature - Phyrexian Imp","B","{B}{B}","false","Pit Rack"
"Withered Wretch","Creature - Zombie Cleric","B","{B}{B}","false","Zombies"
"Hypnotic Specter","Creature - Specter","B","{1}{B}{B}","false","Pit Rack"
"Hypnotic Specter","Creature - Specter","B","{1}{B}{B}","false","Deadguy Ale"
"Lord of the Undead","Creature - Zombie","B","{1}{B}{B}","false","Zombies"
"Nether Spirit","Creature - Spirit","B","{1}{B}{B}","false","Contamination"
"Nether Spirit","Creature - Spirit","B","{1}{B}{B}","false","Contamination"
"Phyrexian Rager","Creature - Phyrexian Horror","B","{2}{B}","false","The Rock"
"Rotlung Reanimator","Creature - Zombie Cleric","B","{2}{B}","false","Zombies"
"Gempalm Polluter","Creature - Zombie","B","{5}{B}","false","Zombies"
"Dark Ritual","Instant","B","{B}","false","Pit Rack"
"Dark Ritual","Instant","B","{B}","false","Deadguy Ale"
"Dark Ritual","Instant","B","{B}","false","Zombies"
"Funeral Charm","Instant","B","{B}","false","Pit Rack"
"Skeletal Scrying","Instant","B","{X}{B}","false","Deadguy Ale"
"Skeletal Scrying","Instant","B","{X}{B}","false","Contamination"
"Diabolic Edict","Instant","B","{1}{B}","false","Pit Rack"
"Smother","Instant","B","{1}{B}","false","Psychatog"
"Smother","Instant","B","{1}{B}","false","Pit Rack"
"Smother","Instant","B","{1}{B}","false","Deadguy Ale"
"Smother","Instant","B","{1}{B}","false","Zombies"
"Smother","Instant","B","{1}{B}","false","Contamination"
"Tainted Pact","Instant","B","{1}{B}","false","Contamination"
"Snuff Out","Instant","B","{3}{B}","false","Pit Rack"
"Snuff Out","Instant","B","{3}{B}","false","Zombies"
"Contagion","Instant","B","{3}{B}{B}","false","Contamination"
"Cabal Therapy","Sorcery","B","{B}","false","The Rock"
"Cabal Therapy","Sorcery","B","{B}","false","Zombies"
"Duress","Sorcery","B","{B}","false","Psychatog"
"Duress","Sorcery","B","{B}","false","Pit Rack"
"Duress","Sorcery","B","{B}","false","Contamination"
"Innocent Blood","Sorcery","B","{B}","false","Pit Rack"
"Innocent Blood","Sorcery","B","{B}","false","Contamination"
"Chainer's Edict","Sorcery","B","{1}{B}","false","The Rock"
"Diabolic Intent","Sorcery","B","{1}{B}","false","Contamination"
"Sarcomancy","Enchantment","B","{B}","false","Zombies"
"Bad Moon","Enchantment","B","{1}{B}","false","Zombies"
"Zombie Infestation","Enchantment","B","{1}{B}","false","Contamination"
"Bottomless Pit","Enchantment","B","{1}{B}{B}","false","Pit Rack"
"Contamination","Enchantment","B","{2}{B}","false","Contamination"
"Engineered Plague","Enchantment","B","{2}{B}","false","Contamination"
"Phyrexian Arena","Enchantment","B","{1}{B}{B}","false","Deadguy Ale"
"Recurring Nightmare","Enchantment","B","{2}{B}","false","The Rock"
"Goblin Lackey","Creature - Goblin","R","{R}","false","Goblins"
"Goblin Welder","Creature - Goblin Artificer","R","{R}","false","MUD"
"Grim Lavamancer","Creature - Human Wizard","R","{R}","false","Burn"
"Jackal Pup","Creature - Jackal","R","{R}","false","Burn"
"Mogg Fanatic","Creature - Goblin","R","{R}","false","Goblins"
"Mogg Fanatic","Creature - Goblin","R","{R}","false","Burn"
"Dwarven Miner","Creature - Dwarf","R","{1}{R}","false","Red Ponza"
"Goblin Piledriver","Creature - Goblin Warrior","R","{1}{R}","false","Goblins"
"Mogg Flunkies","Creature - Goblin","R","{1}{R}","false","Goblins"
"Ball Lightning","Creature - Elemental","R","{R}{R}{R}","false","Burn"
"Blade Sliver","Creature - Sliver","R","{2}{R}","false","Slivers"
"Gempalm Incinerator","Creature - Goblin","R","{2}{R}","false","Goblins"
"Goblin King","Creature - Goblin","R","{1}{R}{R}","false","Goblins"
"Goblin Matron","Creature - Goblin","R","{2}{R}","false","Goblins"
"Goblin Warchief","Creature - Goblin Warrior","R","{1}{R}{R}","false","Goblins"
"Squee, Goblin Nabob","Legendary Creature - Goblin","R","{2}{R}","false","RG Survival"
"Anger","Creature - Incarnation","R","{3}{R}","false","RG Survival"
"Avalanche Riders","Creature - Human Nomad","R","{3}{R}","false","Red Ponza"
"Blistering Firecat","Creature - Elemental Cat","R","{1}{R}{R}{R}","false","Burn"
"Goblin Ringleader","Creature - Goblin","R","{3}{R}","false","Goblins"
"Magnivore","Creature - Lhurgoyf","R","{2}{R}{R}","false","Red Ponza"
"Siege-Gang Commander","Creature - Goblin","R","{3}{R}{R}","false","Goblins"
"Firestorm","Instant","R","{R}","false","RG Survival"
"Lightning Bolt","Instant","R","{R}","false","Slivers"
"Lightning Bolt","Instant","R","{R}","false","Burn"
"Lightning Bolt","Instant","R","{R}","false","Red Ponza"
"Lightning Bolt","Instant","R","{R}","false","RG Survival"
"Shock","Instant","R","{R}","false","Burn"
"Spark Spray","Instant","R","{R}","false","Astral Slide"
"Incinerate","Instant","R","{1}{R}","false","Burn"
"Fireblast","Instant","R","{4}{R}{R}","false","Burn"
"Firebolt","Sorcery","R","{R}","false","Red Ponza"
"Goblin Grenade","Sorcery","R","{R}","false","Goblins"
"Raze","Sorcery","R","{R}","false","Red Ponza"
"Flame Rift","Sorcery","R","{1}{R}","false","Burn"
"Pyroclasm","Sorcery","R","{1}{R}","false","MUD"
"Arc Lightning","Sorcery","R","{2}{R}","false","Red Ponza"
"Browbeat","Sorcery","R","{2}{R}","false","Red Ponza"
"Pillage","Sorcery","R","{1}{R}{R}","false","Red Ponza"
"Stone Rain","Sorcery","R","{2}{R}","false","Red Ponza"
"Aftershock","Sorcery","R","{2}{R}{R}","false","Red Ponza"
"Lay Waste","Sorcery","R","{3}{R}","false","Red Ponza"
"Slice and Dice","Sorcery","R","{4}{R}{R}","false","Astral Slide"
"Lightning Rift","Enchantment","R","{1}{R}","false","Astral Slide"
"Lightning Rift","Enchantment","R","{1}{R}","false","Astral Slide"
"Sulfuric Vortex","Enchantment","R","{1}{R}{R}","false","Burn"
"Basking Rootwalla","Creature - Lizard","G","{G}","false","Madness"
"Basking Rootwalla","Creature - Lizard","G","{G}","false","RG Survival"
"Birchlore Rangers","Creature - Elf Druid Ranger","G","{G}","false","Elves"
"Birds of Paradise","Creature - Bird","G","{G}","false","The Rock"
"Birds of Paradise","Creature - Bird","G","{G}","false","RG Survival"
"Fyndhorn Elves","Creature - Elf Druid","G","{G}","false","Elves"
"Llanowar Elves","Creature - Elf Druid","G","","false","Elves"
"Quirion Ranger","Creature - Elf Ranger","G","{G}","false","Elves"
"Sylvan Safekeeper","Creature - Human Wizard","G","{G}","false","Terrageddon"
"Argothian Enchantress","Creature - Human Druid","G","{1}{G}","false","Enchantress"
"Multani's Acolyte","Creature - Elf","G","{G}{G}","false","Elves"
"Muscle Sliver","Creature - Sliver","G","{1}{G}","false","Slivers"
"Priest of Titania","Creature - Elf Druid","G","{1}{G}","false","Elves"
"Wall of Blossoms","Creature - Plant Wall","G","{1}{G}","false","The Rock"
"Wall of Roots","Creature - Plant Wall","G","{1}{G}","false","The Rock"
"Werebear","Creature - Human Bear Druid","G","{1}{G}","false","Terrageddon"
"Wild Mongrel","Creature - Dog","G","{1}{G}","false","Madness"
"Wild Mongrel","Creature - Dog","G","{1}{G}","false","RG Survival"
"Elvish Champion","Creature - Elf","G","{1}{G}{G}","false","Elves"
"Terravore","Creature - Lhurgoyf","G","{1}{G}{G}","false","Oath"
"Terravore","Creature - Lhurgoyf","G","{1}{G}{G}","false","Terrageddon"
"Uktabi Orangutan","Creature - Ape","G","{2}{G}","false","RG Survival"
"Yavimaya Elder","Creature - Human Druid","G","{1}{G}{G}","false","The Rock"
"Yavimaya Granger","Creature - Elf","G","{2}{G}","false","RG Survival"
"Ravenous Baloth","Creature - Beast","G","{2}{G}{G}","false","The Rock"
"Sylvan Messenger","Creature - Elf","G","{3}{G}","false","Elves"
"Arrogant Wurm","Creature - Wurm","G","{3}{G}{G}","false","Madness"
"Arrogant Wurm","Creature - Wurm","G","{3}{G}{G}","false","RG Survival"
"Deranged Hermit","Creature - Elf","G","{3}{G}{G}","false","The Rock"
"Deranged Hermit","Creature - Elf","G","{3}{G}{G}","false","Elves"
"Genesis","Creature - Incarnation","G","{4}{G}","false","Madness"
"Genesis","Creature - Incarnation","G","{4}{G}","false","RG Survival"
"Naturalize","Instant","G","{1}{G}","false","Goblins"
"Hunting Pack","Instant","G","{5}{G}{G}","false","Elves"
"Thermokarst","Sorcery","G","{1}{G}{G}","false","Oath"
"Winter's Grasp","Sorcery","G","{1}{G}{G}","false","Oath"
"Roar of the Wurm","Sorcery","G","{6}{G}","false","Madness"
"Biorhythm","Sorcery","G","{6}{G}{G}","false","Elves"
"Exploration","Enchantment","G","{G}","false","Enchantress"
"Wild Growth","Enchantment - Aura","G","{G}","false","Enchantress"
"Oath of Druids","Enchantment","G","{1}{G}","false","Oath"
"Survival of the Fittest","Enchantment","G","{1}{G}","false","RG Survival"
"Sylvan Library","Enchantment","G","{1}{G}","false","Oath"
"Sylvan Library","Enchantment","G","{1}{G}","false","Enchantress"
"Sylvan Library","Enchantment","G","{1}{G}","false","Terrageddon"
"Enchantress's Presence","Enchantment","G","{2}{G}","false","Enchantress"
"Metallic Sliver","Artifact Creature - Sliver","","","false","Slivers"
"Phyrexian Dreadnought","Artifact Creature - Phyrexian Dreadnought","","{1}","false","Stiflenought"
"Metalworker","Artifact Creature - Construct","","{3}","false","MUD"
"Masticore","Artifact Creature - Masticore","","{4}","false","MUD"
"Masticore","Artifact Creature - Masticore","","{4}","false","Deadguy Ale"
"Karn, Silver Golem","Legendary Artifact Creature - Golem","","{5}","false","MUD"
"Triskelion","Artifact Creature - Construct","","{6}","false","MUD"
"Mox Diamond","Artifact","","{0}","false","Oath"
"Mox Diamond","Artifact","","{0}","false","Terrageddon"
"Black Vise","Artifact","","{1}","false","Stasis"
"Cursed Scroll","Artifact","","{1}","false","Pit Rack"
"Cursed Scroll","Artifact","","{1}","false","Burn"
"The Rack","Artifact","","{1}","false","Pit Rack"
"Mind Stone","Artifact","","{2}","false","MUD"
"Powder Keg","Artifact","","{2}","false","Landstill"
"Sphere of Resistance","Artifact","","{2}","false","Oath"
"Sphere of Resistance","Artifact","","{2}","false","MUD"
"Winter Orb","Artifact","","{2}","false","MUD"
"Ensnaring Bridge","Artifact","","{3}","false","MUD"
"Tangle Wire","Artifact","","{3}","false","MUD"
"Tangle Wire","Artifact","","{3}","false","Elves"
"Smokestack","Artifact","","{4}","false","MUD"
"Crystalline Sliver","Creature - Sliver","UW","{W}{U}","false","Slivers"
"Hibernation Sliver","Creature - Sliver","BU","{U}{B}","false","Slivers"
"Psychatog","Creature - Atog","BU","{1}{U}{B}","false","Psychatog"
"Shadowmage Infiltrator","Creature - Human Wizard","BU","{1}{U}{B}","false","Psychatog"
"Sterling Grove","Enchantment","GW","{G}{W}","false","Enchantress"
"Mystic Enforcer","Creature - Human Nomad Mystic","GW","{2}{G}{W}","false","Terrageddon"
"Death Grasp","Sorcery","BW","{X}{W}{B}","false","Deadguy Ale"
"Gerrard's Verdict","Sorcery","BW","{W}{B}","false","Slivers"
"Gerrard's Verdict","Sorcery","BW","{W}{B}","false","Deadguy Ale"
"Vindicate","Sorcery","BW","{1}{W}{B}","false","Deadguy Ale"
"Pernicious Deed","Enchantment","BG","{1}{B}{G}","false","The Rock"
"Spiritmonger","Creature - Beast","BG","{3}{B}{G}","false","The Rock"
"Adarkar Wastes","Land","UW","","false","Slivers"
"Underground River","Land","BU","","false","Psychatog"
"Karplusan Forest","Land","GR","","false","RG Survival"
"Karplusan Forest","Land","","","false","Goblins"
"Brushland","Land","GW","","false","Enchantress"
"Brushland","Land","GW","","false","Terrageddon"
"Nantuko Monastery","Land","GW","","false","Terrageddon"
"Caves of Koilos","Land","BW","","false","Slivers"
"Caves of Koilos","Land","BW","","false","Deadguy Ale"
"Shivan Reef","Land","RU","","false","Slivers"
"Llanowar Wastes","Land","BG","","false","The Rock"
"Battlefield Forge","Land","RW","","false","Slivers"
"Battlefield Forge","Land","RW","","false","Astral Slide"
"Yavimaya Coast","Land","GU","","false","Madness"
"Dromar's Cavern","Land - Lair","BUW","","false","Slivers"
"Ancient Tomb","Land","","","false","MUD"
"Barbarian Ring","Land","R","","false","Burn"
"Bloodstained Mire","Land","","","false","Burn"
"Cabal Pit","Land","B","","false","Pit Rack"
"Centaur Garden","Land","G","","false","Madness"
"City of Brass","Land","","","false","Slivers"
"City of Traitors","Land","","","false","MUD"
"Crystal Vein","Land","","","false","MUD"
"Drifting Meadow","Land","W","","false","Astral Slide"
"Faerie Conclave","Land","U","","false","Stiflenought"
"Faerie Conclave","Land","U","","false","Psychatog"
"Faerie Conclave","Land","U","","false","Landstill"
"Flooded Strand","Land","","","false","Landstill"
"Forest","Basic Land - Forest","G","","false","Madness"
"Forest","Basic Land - Forest","G","","false","Madness"
"Forest","Basic Land - Forest","G","","false","The Rock"
"Forest","Basic Land - Forest","G","","false","The Rock"
"Forest","Basic Land - Forest","G","","false","Oath"
"Forest","Basic Land - Forest","G","","false","Oath"
"Forest","Basic Land - Forest","G","","false","Goblins"
"Forest","Basic Land - Forest","G","","false","Enchantress"
"Forest","Basic Land - Forest","G","","false","Enchantress"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Terrageddon"
"Forest","Basic Land - Forest","G","","false","RG Survival"
"Forest","Basic Land - Forest","G","","false","RG Survival"
"Forgotten Cave","Land","R","","false","Astral Slide"
"Forsaken City","Land","","","false","Stasis"
"Gaea's Cradle","Legendary Land","G","","false","Rebels"
"Gaea's Cradle","Legendary Land","G","","false","Elves"
"Gemstone Mine","Land","","","false","Slivers"
"Ghitu Encampment","Land","R","","false","Red Ponza"
"Island","Basic Land - Island","U","","false","Madness"
"Island","Basic Land - Island","U","","false","Madness"
"Island","Basic Land - Island","U","","false","Madness"
"Island","Basic Land - Island","U","","false","Stiflenought"
"Island","Basic Land - Island","U","","false","Stiflenought"
"Island","Basic Land - Island","U","","false","Stiflenought"
"Island","Basic Land - Island","U","","false","Stiflenought"
"Island","Basic Land - Island","U","","false","Stiflenought"
"Island","Basic Land - Island","U","","false","Stasis"
"Island","Basic Land - Island","U","","false","Stasis"
"Island","Basic Land - Island","U","","false","Stasis"
"Island","Basic Land - Island","U","","false","Stasis"
"Island","Basic Land - Island","U","","false","Stasis"
"Island","Basic Land - Island","U","","false","Stasis"
"Island","Basic Land - Island","U","","false","Psychatog"
"Island","Basic Land - Island","U","","false","Psychatog"
"Island","Basic Land - Island","U","","false","Psychatog"
"Island","Basic Land - Island","U","","false","Landstill"
"Island","Basic Land - Island","U","","false","Landstill"
"Island","Basic Land - Island","U","","false","Landstill"
"Mishra's Factory","Land","","","false","Stiflenought"
"Mishra's Factory","Land","","","false","Rebels"
"Mishra's Factory","Land","","","false","Pit Rack"
"Mishra's Factory","Land","","","false","Landstill"
"Mishra's Factory","Land","","","false","Contamination"
"Mishra's Factory","Land","","","false","Red Ponza"
"Mountain","Basic Land - Mountain","R","","false","MUD"
"Mountain","Basic Land - Mountain","R","","false","MUD"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Burn"
"Mountain","Basic Land - Mountain","R","","false","Burn"
"Mountain","Basic Land - Mountain","R","","false","Burn"
"Mountain","Basic Land - Mountain","R","","false","Red Ponza"
"Mountain","Basic Land - Mountain","R","","false","Red Ponza"
"Mountain","Basic Land - Mountain","R","","false","Red Ponza"
"Mountain","Basic Land - Mountain","R","","false","Red Ponza"
"Mountain","Basic Land - Mountain","R","","false","RG Survival"
"Mountain","Basic Land - Mountain","R","","false","Astral Slide"
"Plains","Basic Land - Plains","W","","false","Rebels"
"Plains","Basic Land - Plains","W","","false","Rebels"
"Plains","Basic Land - Plains","W","","false","Rebels"
"Plains","Basic Land - Plains","W","","false","Rebels"
"Plains","Basic Land - Plains","W","","false","Oath"
"Plains","Basic Land - Plains","W","","false","Oath"
"Plains","Basic Land - Plains","W","","false","Landstill"
"Plains","Basic Land - Plains","W","","false","Enchantress"
"Plains","Basic Land - Plains","W","","false","Enchantress"
"Plains","Basic Land - Plains","W","","false","Deadguy Ale"
"Plains","Basic Land - Plains","W","","false","Deadguy Ale"
"Plains","Basic Land - Plains","W","","false","Terrageddon"
"Plains","Basic Land - Plains","W","","false","Terrageddon"
"Plains","Basic Land - Plains","W","","false","Astral Slide"
"Polluted Delta","Land","","","false","Psychatog"
"Reflecting Pool","Land","","","false","Slivers"
"Rishadan Port","Land","","","false","MUD"
"Rishadan Port","Land","","","false","Contamination"
"Secluded Steppe","Land","W","","false","Astral Slide"
"Serra's Sanctum","Legendary Land","W","","false","Enchantress"
"Smoldering Crater","Land","R","","false","Astral Slide"
"Snow-Covered Swamp","Basic Snow Land - Swamp","B","","false","Contamination"
"Snow-Covered Swamp","Basic Snow Land - Swamp","B","","false","Contamination"
"Swamp","Basic Land - Swamp","B","","false","The Rock"
"Swamp","Basic Land - Swamp","B","","false","The Rock"
"Swamp","Basic Land - Swamp","B","","false","Psychatog"
"Swamp","Basic Land - Swamp","B","","false","Pit Rack"
"Swamp","Basic Land - Swamp","B","","false","Pit Rack"
"Swamp","Basic Land - Swamp","B","","false","Pit Rack"
"Swamp","Basic Land - Swamp","B","","false","Pit Rack"
"Swamp","Basic Land - Swamp","B","","false","Deadguy Ale"
"Swamp","Basic Land - Swamp","B","","false","Deadguy Ale"
"Swamp","Basic Land - Swamp","B","","false","Deadguy Ale"
"Swamp","Basic Land - Swamp","B","","false","Zombies"
"Swamp","Basic Land - Swamp","B","","false","Zombies"
"Swamp","Basic Land - Swamp","B","","false","Zombies"
"Swamp","Basic Land - Swamp","B","","false","Zombies"
"Swamp","Basic Land - Swamp","B","","false","Zombies"
"Swamp","Basic Land - Swamp","B","","false","Contamination"
"Swamp","Basic Land - Swamp","B","","false","Contamination"
"Thriving Bluff","Land","R","","false","MUD"
"Thriving Bluff","Land","R","","false","Goblins"
"Thriving Bluff","Land","R","","false","Burn"
"Thriving Bluff","Land","R","","false","Red Ponza"
"Thriving Grove","Land","G","","false","Madness"
"Thriving Grove","Land","G","","false","The Rock"
"Thriving Grove","Land","G","","false","Oath"
"Thriving Grove","Land","G","","false","Elves"
"Thriving Grove","Land","G","","false","Terrageddon"
"Thriving Grove","Land","G","","false","RG Survival"
"Thriving Heath","Land","W","","false","Rebels"
"Thriving Heath","Land","W","","false","Enchantress"
"Thriving Heath","Land","W","","false","Astral Slide"
"Thriving Isle","Land","U","","false","Stiflenought"
"Thriving Isle","Land","U","","false","Stasis"
"Thriving Isle","Land","U","","false","Psychatog"
"Thriving Isle","Land","U","","false","Landstill"
"Thriving Moor","Land","B","","false","Pit Rack"
"Thriving Moor","Land","B","","false","Deadguy Ale"
"Thriving Moor","Land","B","","false","Zombies"
"Thriving Moor","Land","B","","false","Contamination"
"Treetop Village","Land","G","","false","The Rock"
"Treetop Village","Land","G","","false","RG Survival"
"Unholy Grotto","Land","B","","false","Zombies"
"Volrath's Stronghold","Legendary Land","","","false","The Rock"
"Wasteland","Land","","","false","Rebels"
"Wasteland","Land","","","false","Pit Rack"
"Wasteland","Land","","","false","Oath"
"Wasteland","Land","","","false","MUD"
"Wasteland","Land","","","false","Goblins"
"Wasteland","Land","","","false","Deadguy Ale"
"Wasteland","Land","","","false","Zombies"
"Wasteland","Land","","","false","Contamination"
"Wasteland","Land","","","false","Terrageddon"
"Wasteland","Land","","","false","Red Ponza"
"Wasteland","Land","","","false","RG Survival"
"Wasteland","Land","","","false","Burn"
"Windswept Heath","Land","","","false","Oath"
"Windswept Heath","Land","","","false","Enchantress"
"Windswept Heath","Land","","","false","Terrageddon"
"Windswept Heath","Land","","","false","Elves"
"Wooded Foothills","Land","","","false","Oath"
"Wooded Foothills","Land","","","false","Goblins"
"Wooded Foothills","Land","","","false","Burn"
"Wooded Foothills","Land","","","false","RG Survival"
