"name","Type","Color","manacost","maybeboard","tags"
"Vulpikeet","Creature - Fox Bird","W","{3}{W}","false","WUR - Mutate"
"Celestial Archon","Enchantment Creature - Archon","W","{3}{W}{W}","false","WG - Auras"
"Knight of Sorrows","Creature - Human Knight","W","{4}{W}","false","WB - Knights"
"Reaper of Flight Moonsilver","Creature - Angel","W","{3}{W}{W}","false","w - Angels"
"Strongarm Monk","Creature - Human Monk","W","{4}{W}","false","W - Prowess"
"Archway Angel","Creature - Angel","W","{5}{W}","false","WUBRG - Gates"
"Captain of the Watch","Creature - Human Soldier","W","{4}{W}{W}","false","W - Soldiers"
"Constricting Sliver","Creature - Sliver","W","{5}{W}","false","W - Taxes"
"Grassland Crusader","Creature - Human Cleric Soldier","W","{5}{W}","false","W - Soldiers"
"Urbis Protector","Creature - Human Cleric","W","{4}{W}{W}","false","w - Angels"
"Resolute Archangel","Creature - Angel","W","{5}{W}{W}","false","w - Angels"
"Elspeth, Knight-Errant","Legendary Planeswalker - Elspeth","W","{2}{W}{W}","false","W - Soldiers"
"Built to Last","Instant","W","{W}","false","WR - Vehicles"
"Gods Willing","Instant","W","{W}","false","W - Prowess"
"Spiritual Visit","Instant - Arcane","W","{W}","false","WU - Spirits"
"Strength of Arms","Instant","W","{W}","false","W - Equipment"
"Angelsong","Instant","W","{1}{W}","false","W - Taxes"
"Apostle's Blessing","Instant","W","{1}{W/P}","false","WUBRG - Phyrexian"
"Artful Maneuver","Instant","W","{1}{W}","false","W - Prowess"
"Curtain of Light","Instant","W","{1}{W}","false","w - Angels"
"Impeccable Timing","Instant","W","{1}{W}","false","WB - Knights"
"Otherworldly Journey","Instant - Arcane","W","{1}{W}","false","WU - Spirits"
"Raise the Alarm","Instant","W","{1}{W}","false","W - Soldiers"
"Valorous Stance","Instant","W","{1}{W}","false","W - Prowess"
"Frantic Salvage","Instant","W","{3}{W}","false","W - Equipment"
"Neck Snap","Instant","W","{3}{W}","false","W - Prowess"
"Smite the Monstrous","Instant","W","{3}{W}","false","WBR - Alesha"
"Launch the Fleet","Sorcery","W","{W}","false","W - Prowess"
"Cleansing Ray","Sorcery","W","{1}{W}","false","W - Taxes"
"Swift Reckoning","Sorcery","W","{1}{W}","false","W - Prowess"
"Sheer Drop","Sorcery","W","{2}{W}","false","WUG - Living lands"
"Allied Reinforcements","Sorcery","W","{3}{W}","false","WB - Knights"
"Terashi's Cry","Sorcery - Arcane","W","{3}{W}","false","WU - Spirits"
"Unified Front","Sorcery","W","{3}{W}","false","WG - Populate"
"Angelic Edict","Sorcery","W","{4}{W}","false","w - Angels"
"Planar Outburst","Sorcery","W","{3}{W}{W}","false","WUG - Living lands"
"Saltblast","Sorcery","W","{3}{W}{W}","false","WUG - Living lands"
"Secure the Scene","Sorcery","W","{4}{W}","false","W - Soldiers"
"Spectral Procession","Sorcery","W","{2/W}{2/W}{2/W}","false","WG - Populate"
"Implement of Improvement","Artifact","W","{1}","false","WR - Vehicles"
"Cogworker's Puzzleknot","Artifact","W","{2}","false","WR - Vehicles"
"Delver's Torch","Artifact - Equipment","W","{1}{W}","false","WUB - Venture"
"Glint Hawk Idol","Artifact","W","{2}","false","W - Equipment"
"Shining Armor","Artifact - Equipment","W","{1}{W}","false","WB - Knights"
"Ethereal Armor","Enchantment - Aura","W","{W}","false","WG - Auras"
"Myth Realized","Enchantment","W","{W}","false","W - Prowess"
"Sanctum of Tranquil Light","Legendary Enchantment - Shrine","W","{W}","false","WUBRG - Shrines"
"Angelic Gift","Enchantment - Aura","W","{1}{W}","false","w - Angels"
"Conviction","Enchantment - Aura","W","{1}{W}","false","WR - Heroic"
"Murder Investigation","Enchantment - Aura","W","{1}{W}","false","W - Soldiers"
"Pacifism","Enchantment - Aura","W","{1}{W}","false","W - Taxes"
"Pacifism","Enchantment - Aura","W","{1}{W}","false","WG - Auras"
"Arrest","Enchantment - Aura","W","{2}{W}","false","WU - Detain"
"Curse of the Forsaken","Enchantment - Aura Curse","W","{2}{W}","false","WG - Auras"
"Dub","Enchantment - Aura","W","{2}{W}","false","WB - Knights"
"History of Benalia","Enchantment - Saga","W","{1}{W}{W}","false","WB - Knights"
"Hold the Gates","Enchantment","W","{2}{W}","false","WU - Detain"
"Angelic Benediction","Enchantment","W","{3}{W}","false","w - Angels"
"Faith Unbroken","Enchantment - Aura","W","{3}{W}","false","W - Prowess"
"Honden of Cleansing Fire","Legendary Enchantment - Shrine","W","{3}{W}","false","WUBRG - Shrines"
"Isolation Zone","Enchantment","W","{2}{W}{W}","false","W - Taxes"
"Martial Law","Enchantment","W","{2}{W}{W}","false","WU - Detain"
"Jace's Phantasm","Creature - Illusion","U","{U}","false","U - Suramar"
"Phantasmal Bear","Creature - Bear Illusion","U","{U}","false","U - Suramar"
"Prophet of Distortion","Creature - Eldrazi Drone","U","{U}","false","UBG - Eldrazi"
"Secret Door","Artifact Creature - Wall","U","{U}","false","WUB - Venture"
"Siren Stormtamer","Creature - Siren Pirate Wizard","U","{U}","false","U - Wizards"
"Baral, Chief of Compliance","Legendary Creature - Human Wizard","U","{1}{U}","false","U - Wizards"
"Elusive Spellfist","Creature - Human Monk","U","{1}{U}","false","U - Casting Matters"
"Giant Tortoise","Creature - Turtle","U","{1}{U}","false","UG - TMNT"
"Information Dealer","Creature - Human Wizard","U","{1}{U}","false","U - Wizards"
"Labyrinth Guardian","Creature - Illusion Warrior","U","{1}{U}","false","U - Suramar"
"Lord of the Unreal","Creature - Human Wizard","U","{U}{U}","false","U - Suramar"
"Merfolk Looter","Creature - Merfolk Rogue","U","{1}{U}","false","UR - Draw 2"
"Merfolk Trickster","Creature - Merfolk Wizard","U","{U}{U}","false","U - Wizards"
"Pollywog Symbiote","Creature - Frog","U","{1}{U}","false","WUR - Mutate"
"Screeching Skaab","Creature - Zombie","U","{1}{U}","false","UB - Skaabs"
"Supreme Phantom","Creature - Spirit","U","{1}{U}","false","WU - Spirits"
"Umara Entangler","Creature - Merfolk Rogue Ally","U","{1}{U}","false","WUR - Mutate"
"Void Stalker","Creature - Elemental","U","{1}{U}","false","U - Bounce"
"Voidmage Apprentice","Creature - Human Wizard","U","{1}{U}","false","URG - Morph"
"Willbender","Creature - Human Wizard","U","{1}{U}","false","URG - Morph"
"Armored Skaab","Creature - Zombie Warrior","U","{2}{U}","false","UB - Skaabs"
"Crystalline Nautilus","Enchantment Creature - Nautilus","U","{2}{U}","false","U - Suramar"
"Displacer Beast","Creature - Cat Beast","U","{2}{U}","false","WUB - Venture"
"Halimar Tidecaller","Creature - Human Wizard Ally","U","{2}{U}","false","WUG - Living lands"
"Illusory Angel","Creature - Angel Illusion","U","{2}{U}","false","U - Casting Matters"
"Leapfrog","Creature - Frog","U","{2}{U}","false","U - Casting Matters"
"Man-o'-War","Creature - Jellyfish","U","{2}{U}","false","U - Bounce"
"Marchesa's Infiltrator","Creature - Human Rogue","U","{2}{U}","false","UBR - The Queen"
"Mistform Dreamer","Creature - Illusion","U","{2}{U}","false","U - Suramar"
"Mizzium Meddler","Creature - Vedalken Wizard","U","{2}{U}","false","U - Wizards"
"Phantom Warrior","Creature - Illusion Warrior","U","{1}{U}{U}","false","U - Suramar"
"Prodigal Sorcerer","Creature - Human Wizard","U","{2}{U}","false","U - Wizards"
"Scribe of the Mindful","Creature - Human Cleric","U","{2}{U}","false","U - Casting Matters"
"Sea Gate Oracle","Creature - Human Wizard","U","{2}{U}","false","U - Wizards"
"Shaper Parasite","Creature - Illusion","U","{1}{U}{U}","false","URG - Morph"
"Skilled Animator","Creature - Human Artificer","U","{2}{U}","false","U - Animate"
"Spined Thopter","Artifact Creature - Thopter","U","{2}{U/P}","false","WUBRG - Phyrexian"
"Stitched Drake","Creature - Zombie Drake","U","{1}{U}{U}","false","UB - Skaabs"
"Academy Elite","Creature - Human Wizard","U","{3}{U}","false","UR - Draw 2"
"Crookclaw Transmuter","Creature - Bird Wizard","U","{3}{U}","false","UR - Weird"
"Mistford River Turtle","Creature - Turtle","U","{3}{U}","false","UG - TMNT"
"Phantasmal Dragon","Creature - Dragon Illusion","U","{2}{U}{U}","false","U - Suramar"
"Quicksmith Spy","Creature - Human Artificer","U","{3}{U}","false","U - Animate"
"Separatist Voidmage","Creature - Human Wizard","U","{3}{U}","false","U - Wizards"
"Soulsworn Spirit","Creature - Spirit","U","{3}{U}","false","WU - Detain"
"Surgespanner","Creature - Merfolk Wizard","U","{2}{U}{U}","false","U - Bounce"
"Talrand, Sky Summoner","Legendary Creature - Merfolk Wizard","U","{2}{U}{U}","false","U - Casting Matters"
"Aven Surveyor","Creature - Bird Scout","U","{3}{U}{U}","false","U - Bounce"
"Dreamtail Heron","Creature - Elemental Bird","U","{4}{U}","false","UR - Draw 2"
"Meloku the Clouded Mirror","Legendary Creature - Moonfolk Wizard","U","{4}{U}","false","UG - Landfall"
"Willbreaker","Creature - Human Wizard","U","{3}{U}{U}","false","UB - Disrupt"
"Skaab Goliath","Creature - Zombie Giant","U","{5}{U}","false","UB - Skaabs"
"Wave-Wing Elemental","Creature - Elemental","U","{5}{U}","false","UG - Landfall"
"Deep-Sea Kraken","Creature - Kraken","U","{7}{U}{U}{U}","false","U - Bounce"
"Jace Beleren","Legendary Planeswalker - Jace","U","{1}{U}{U}","false","U - Suramar"
"Diminish","Instant","U","{U}","false","UB - Disrupt"
"Dream Twist","Instant","U","{U}","false","UB - Skaabs"
"Mizzium Skin","Instant","U","{U}","false","U - Suramar"
"Rapid Hybridization","Instant","U","{U}","false","UG - TMNT"
"Stream of Unconsciousness","Tribal Instant - Wizard","U","{U}","false","U - Wizards"
"Consuming Vortex","Instant - Arcane","U","{1}{U}","false","WU - Spirits"
"Dance of the Skywise","Instant","U","{1}{U}","false","U - Suramar"
"Ovinize","Instant","U","{1}{U}","false","UR - Weird"
"Perilous Voyage","Instant","U","{1}{U}","false","U - Bounce"
"Snap","Instant","U","{1}{U}","false","U - Casting Matters"
"Think Twice","Instant","U","{1}{U}","false","U - Casting Matters"
"Dream Fracture","Instant","U","{1}{U}{U}","false","U - Casting Matters"
"Exclude","Instant","U","{2}{U}","false","U - Wizards"
"Grip of the Roil","Instant","U","{2}{U}","false","U - Casting Matters"
"Jolt","Instant","U","{2}{U}","false","UB - Disrupt"
"Oona's Grace","Instant","U","{2}{U}","false","U - Casting Matters"
"Phantasmal Form","Instant","U","{2}{U}","false","U - Suramar"
"Repulse","Instant","U","{2}{U}","false","U - Bounce"
"Sage's Dousing","Tribal Instant - Wizard","U","{2}{U}","false","U - Wizards"
"Scatter to the Winds","Instant","U","{1}{U}{U}","false","WUG - Living lands"
"Stoic Rebuttal","Instant","U","{1}{U}{U}","false","U - Animate"
"Geist Snatch","Instant","U","{2}{U}{U}","false","WU - Spirits"
"Gush","Instant","U","{4}{U}","false","UR - Draw 2"
"Lost in the Mist","Instant","U","{3}{U}{U}","false","U - Bounce"
"Vanishment","Instant","U","{4}{U}","false","U - Bounce"
"Whiplash Trap","Instant - Trap","U","{3}{U}{U}","false","U - Bounce"
"Clutch of Currents","Sorcery","U","{U}","false","WUG - Living lands"
"Inaction Injunction","Sorcery","U","{1}{U}","false","WU - Detain"
"Coastal Discovery","Sorcery","U","{3}{U}","false","WUG - Living lands"
"Deep Analysis","Sorcery","U","{3}{U}","false","UB - Skaabs"
"Shape Anew","Sorcery","U","{3}{U}","false","U - Animate"
"Sleep","Sorcery","U","{2}{U}{U}","false","UB - Disrupt"
"Tezzeret's Gambit","Sorcery","U","{3}{U/P}","false","WUBRG - Phyrexian"
"Exert Influence","Sorcery","U","{4}{U}","false","UBR - The Queen"
"Thoughtcast","Sorcery","U","{4}{U}","false","U - Animate"
"Read the Tides","Sorcery","U","{5}{U}","false","U - Bounce"
"Spelltwine","Sorcery","U","{5}{U}","false","U - Casting Matters"
"Witching Well","Artifact","U","{U}","false","U - Animate"
"Fly","Enchantment - Aura","U","{U}","false","WUB - Venture"
"Seal of Removal","Enchantment","U","{U}","false","U - Bounce"
"Ensoul Artifact","Enchantment - Aura","U","{1}{U}","false","U - Animate"
"Ior Ruin Expedition","Enchantment","U","{1}{U}","false","UG - Landfall"
"Ominous Seas","Enchantment","U","{1}{U}","false","UR - Draw 2"
"Pendrell Flux","Enchantment - Aura","U","{1}{U}","false","UB - Disrupt"
"Runner's Bane","Enchantment - Aura","U","{1}{U}","false","WU - Detain"
"Guild Summit","Enchantment","U","{2}{U}","false","WUBRG - Gates"
"Reduce in Stature","Enchantment - Aura","U","{2}{U}","false","U - Wizards"
"Retreat to Coralhelm","Enchantment","U","{2}{U}","false","UG - Landfall"
"Sanctum of Calm Waters","Legendary Enchantment - Shrine","U","{3}{U}","false","WUBRG - Shrines"
"Skywise Teachings","Enchantment","U","{3}{U}","false","U - Casting Matters"
"Honden of Seeing Winds","Legendary Enchantment - Shrine","U","{4}{U}","false","WUBRG - Shrines"
"Bloodsoaked Champion","Creature - Human Warrior","B","{B}","false","B - Recursive Black"
"Carrion Feeder","Creature - Zombie","B","{B}","false","B - Recursive Black"
"Cruel Sadist","Creature - Human Assassin","B","{B}","false","B - Lifelink"
"Dungeon Crawler","Creature - Zombie","B","{B}","false","WUB - Venture"
"Hex Parasite","Artifact Creature - Insect","B","{1}","false","WUBRG - Phyrexian"
"Knight of the Ebon Legion","Creature - Vampire Knight","B","{B}","false","WB - Knights"
"Ruthless Sniper","Creature - Human Archer","B","{B}","false","B - Discard"
"Typhoid Rats","Creature - Rat","B","{B}","false","B - Deathtouch"
"Viscera Seer","Creature - Vampire Wizard","B","{B}","false","BR - Vampires"
"Aether Poisoner","Creature - Human Artificer","B","{1}{B}","false","BG - Energy"
"Baleful Eidolon","Enchantment Creature - Spirit","B","{1}{B}","false","B - Deathtouch"
"Blood Scrivener","Creature - Zombie Wizard","B","{1}{B}","false","B - Discard"
"Child of Night","Creature - Vampire","B","{1}{B}","false","B - Lifelink"
"Disciple of Griselbrand","Creature - Human Cleric","B","{1}{B}","false","B - Demons"
"Flesh Reaver","Creature - Phyrexian Horror","B","{1}{B}","false","B - Lifelink"
"Knight of Malice","Creature - Human Knight","B","{1}{B}","false","WB - Knights"
"Malakir Cullblade","Creature - Vampire Warrior","B","{1}{B}","false","BR - Vampires"
"Nightscape Familiar","Creature - Zombie","B","{1}{B}","false","UBR - The Queen"
"Plague Wight","Creature - Zombie","B","{1}{B}","false","BR - Rakdos Aggro"
"Ravenous Rats","Creature - Rat","B","{1}{B}","false","B - Discard"
"Slaughter Drone","Creature - Eldrazi Drone","B","{1}{B}","false","UBG - Eldrazi"
"Smitten Swordmaster","Creature - Human Knight","B","{1}{B}","false","B - Lifelink"
"Thriving Rats","Creature - Rat","B","{1}{B}","false","BG - Energy"
"Whipstitched Zombie","Creature - Zombie","B","{1}{B}","false","WBR - Alesha"
"Agent of the Fates","Creature - Human Assassin","B","{1}{B}{B}","false","B - Deathtouch"
"Armix, Filigree Thrasher","Legendary Artifact Creature - Golem","B","{2}{B}","false","B - Discard"
"Baleful Ammit","Creature - Crocodile Demon","B","{2}{B}","false","B - Lifelink"
"Bloodrage Vampire","Creature - Vampire","B","{2}{B}","false","BR - Vampires"
"Cemetery Reaper","Creature - Zombie","B","{1}{B}{B}","false","UB - Skaabs"
"Fleshbag Marauder","Creature - Zombie Warrior","B","{2}{B}","false","B - Recursive Black"
"Hypnotic Specter","Creature - Specter","B","{1}{B}{B}","false","B - Discard"
"Royal Assassin","Creature - Human Assassin","B","{1}{B}{B}","false","UBR - The Queen"
"Servant of Nefarox","Creature - Human Cleric","B","{2}{B}","false","B - Demons"
"Vampire Envoy","Creature - Vampire Cleric Ally","B","{2}{B}","false","WB - Lifegain"
"Venomous Changeling","Creature - Shapeshifter","B","{2}{B}","false","WBR - Alesha"
"Yuan-Ti Fang-Blade","Creature - Snake Rogue","B","{2}{B}","false","WUB - Venture"
"Bone Picker","Creature - Bird","B","{3}{B}","false","B - Deathtouch"
"Cabal Paladin","Creature - Human Knight","B","{3}{B}","false","WB - Knights"
"Corpse Augur","Creature - Zombie Wizard","B","{3}{B}","false","UB - Skaabs"
"Demon's Jester","Creature - Imp","B","{3}{B}","false","B - Demons"
"Demonlord of Ashmouth","Creature - Demon","B","{2}{B}{B}","false","B - Demons"
"Drana's Chosen","Creature - Vampire Shaman Ally","B","{3}{B}","false","WBG - Allies"
"Evernight Shade","Creature - Shade","B","{3}{B}","false","B - Recursive Black"
"Ichorid","Creature - Horror","B","{3}{B}","false","BR - Rakdos Aggro"
"Liliana's Reaver","Creature - Zombie","B","{2}{B}{B}","false","B - Deathtouch"
"Mausoleum Turnkey","Creature - Ogre Rogue","B","{3}{B}","false","B - Recursive Black"
"Mer-Ek Nightblade","Creature - Orc Assassin","B","{3}{B}","false","B - Deathtouch"
"Paragon of Open Graves","Creature - Skeleton Warrior","B","{3}{B}","false","B - Deathtouch"
"Sengir Autocrat","Creature - Human","B","{3}{B}","false","UBR - The Queen"
"Souldrinker","Creature - Spirit","B","{3}{B}","false","WB - Lifegain"
"Thought Gorger","Creature - Horror","B","{2}{B}{B}","false","B - Discard"
"Ubul Sar Gatekeepers","Creature - Zombie Soldier","B","{3}{B}","false","WUBRG - Gates"
"Zulaport Chainmage","Creature - Human Shaman Ally","B","{3}{B}","false","WBG - Allies"
"Kalastria Nightwatch","Creature - Vampire Warrior Ally","B","{4}{B}","false","BR - Vampires"
"Keepsake Gorgon","Creature - Gorgon","B","{3}{B}{B}","false","B - Deathtouch"
"Malakir Soothsayer","Creature - Vampire Shaman Ally","B","{4}{B}","false","WBG - Allies"
"Priest of the Blood Rite","Creature - Human Cleric","B","{3}{B}{B}","false","B - Demons"
"Scrounger of Souls","Creature - Horror","B","{4}{B}","false","B - Lifelink"
"Slaughterhouse Bouncer","Creature - Ogre Warrior","B","{4}{B}","false","BR - Rakdos Aggro"
"Zombie Cutthroat","Creature - Zombie","B","{3}{B}{B}","false","B - Lifelink"
"Zombie Ogre","Creature - Zombie Ogre","B","{3}{B}{B}","false","WUB - Venture"
"Queen's Agent","Creature - Vampire Scout","B","{5}{B}","false","UBR - The Queen"
"Soulflayer","Creature - Demon","B","{4}{B}{B}","false","bg - graveyard matters"
"Sibsig Muckdraggers","Creature - Zombie","B","{8}{B}","false","UB - Skaabs"
"Tombstalker","Creature - Demon","B","{6}{B}{B}","false","B - Demons"
"Liliana Vess","Legendary Planeswalker - Liliana","B","{3}{B}{B}","false","B - Recursive Black"
"Touch of Moonglove","Instant","B","{B}","false","B - Deathtouch"
"Altar's Reap","Instant","B","{1}{B}","false","BRG - Devour"
"Devour Flesh","Instant","B","{1}{B}","false","B - Lifelink"
"Sorin's Thirst","Instant","B","{B}{B}","false","BR - Vampires"
"Ultimate Price","Instant","B","{1}{B}","false","UBR - The Queen"
"Butcher's Glee","Instant","B","{2}{B}","false","B - Lifelink"
"Corpse Lunge","Instant","B","{2}{B}","false","B - Discard"
"Dismember","Instant","B","{1}{B/P}{B/P}","false","WUBRG - Phyrexian"
"Vraska's Contempt","Instant","B","{2}{B}{B}","false","WB - Lifegain"
"Death Rattle","Instant","B","{5}{B}","false","bg - graveyard matters"
"Bone Splinters","Sorcery","B","{B}","false","B - Recursive Black"
"Duress","Sorcery","B","{B}","false","B - Discard"
"Ghoulcaller's Chant","Sorcery","B","{B}","false","UB - Skaabs"
"Postmortem Lunge","Sorcery","B","{X}{B/P}","false","WUBRG - Phyrexian"
"Raise Dead","Sorcery","B","{B}","false","B - Recursive Black"
"Collective Brutality","Sorcery","B","{1}{B}","false","B - Discard"
"Consume Spirit","Sorcery","B","{X}{1}{B}","false","WB - Lifegain"
"Die Young","Sorcery","B","{1}{B}","false","BG - Energy"
"Feast of Blood","Sorcery","B","{1}{B}","false","BR - Vampires"
"Grave Strength","Sorcery","B","{1}{B}","false","BRG - Devour"
"Sign in Blood","Sorcery","B","{B}{B}","false","B - Demons"
"Victimize","Sorcery","B","{2}{B}","false","B - Recursive Black"
"Oblivion Strike","Sorcery","B","{3}{B}","false","UBG - Eldrazi"
"Dark Petition","Sorcery","B","{3}{B}{B}","false","B - Demons"
"Eliminate the Competition","Sorcery","B","{4}{B}","false","WBR - Alesha"
"Necromantic Summons","Sorcery","B","{4}{B}","false","B - Recursive Black"
"Implement of Malice","Artifact","B","{2}","false","B - Discard"
"Evil Presence","Enchantment - Aura","B","{B}","false","UB - Disrupt"
"Shrieking Affliction","Enchantment","B","{B}","false","B - Discard"
"Call the Bloodline","Enchantment","B","{1}{B}","false","B - Lifelink"
"Contaminated Bond","Enchantment - Aura","B","{1}{B}","false","UB - Disrupt"
"Sanctum of Stone Fangs","Legendary Enchantment - Shrine","B","{1}{B}","false","WUBRG - Shrines"
"Shadows of the Past","Enchantment","B","{1}{B}","false","B - Recursive Black"
"Aspect of Gorgon","Enchantment - Aura","B","{2}{B}","false","B - Deathtouch"
"Oni Possession","Enchantment - Aura","B","{2}{B}","false","B - Demons"
"Precipitous Drop","Enchantment - Aura","B","{2}{B}","false","WUB - Venture"
"Retreat to Hagra","Enchantment","B","{2}{B}","false","B - Deathtouch"
"Brink of Disaster","Enchantment - Aura","B","{2}{B}{B}","false","UB - Disrupt"
"Creeping Dread","Enchantment","B","{3}{B}","false","B - Discard"
"Demonic Pact","Enchantment","B","{2}{B}{B}","false","B - Demons"
"Greed","Enchantment","B","{3}{B}","false","B - Lifelink"
"Honden of Night's Reach","Legendary Enchantment - Shrine","B","{3}{B}","false","WUBRG - Shrines"
"Rite of Belzenlok","Enchantment - Saga","B","{2}{B}{B}","false","B - Demons"
"Homicidal Seclusion","Enchantment","B","{4}{B}","false","B - Lifelink"
"Rograkh, Son of Rohgahh","Legendary Creature - Kobold Warrior","R","{0}","false","R - Cavalcade"
"Falkenrath Gorger","Creature - Vampire Berserker","R","{R}","false","BR - Vampires"
"Foundry Street Denizen","Creature - Goblin Warrior","R","{R}","false","R - Cavalcade"
"Ghitu Lavarunner","Creature - Human Wizard","R","{R}","false","R - Burn"
"Goblin Motivator","Creature - Goblin Warrior","R","{R}","false","R - Cavalcade"
"Insolent Neonate","Creature - Vampire","R","{R}","false","R - Discard Aggro"
"Kird Ape","Creature - Ape","R","{R}","false","RG - Trample"
"Monastery Swiftspear","Creature - Human Monk","R","{R}","false","R - Cavalcade"
"Stromkirk Noble","Creature - Vampire Noble","R","{R}","false","BR - Vampires"
"Arena Athlete","Creature - Human","R","{1}{R}","false","R - Cavalcade"
"Champion of the Flame","Creature - Human Warrior","R","{1}{R}","false","RG - Trample"
"Dragon Hatchling","Creature - Dragon","R","{1}{R}","false","R - Cavalcade"
"Dragonlord's Servant","Creature - Goblin Shaman","R","{1}{R}","false","R - Dragon"
"Generator Servant","Creature - Elemental","R","{1}{R}","false","UBR - The Queen"
"Goblin Tunneler","Creature - Goblin Rogue","R","{1}{R}","false","R - Cavalcade"
"Horde Ambusher","Creature - Human Berserker","R","{1}{R}","false","WBR - Alesha"
"Jeering Instigator","Creature - Goblin Rogue","R","{1}{R}","false","URG - Morph"
"Keeper of the Flame","Creature - Human Wizard","R","{R}{R}","false","R - Burn"
"Underworld Rage-Hound","Creature - Elemental Dog","R","{1}{R}","false","R - Discard Aggro"
"Young Pyromancer","Creature - Human Shaman","R","{1}{R}","false","R - Cavalcade"
"Arc Runner","Creature - Elemental Ox","R","{2}{R}","false","BR - Rakdos Aggro"
"Crossway Vampire","Creature - Vampire","R","{1}{R}{R}","false","BR - Vampires"
"Dragon Egg","Creature - Dragon Egg","R","{2}{R}","false","R - Dragon"
"Dreamstalker Manticore","Enchantment Creature - Manticore","R","{2}{R}","false","R - Burn"
"Glint-Horn Buccaneer","Creature - Minotaur Pirate","R","{1}{R}{R}","false","R - Discard Aggro"
