"name","Type","Color","manacost","maybeboard","tags"
"Renata, Called to the Hunt","Commander","G","{2}{G}{G}","false","G - Enchantresses;zz_Commander"
"Nylea, God of the Hunt","Legendary Enchantment Creature - God","G","{3}{G}","false","G - Enchantresses"
"Argothian Enchantress","Creature - Human Druid","G","{1}{G}","false","G - Enchantresses"
"Chatterfang, Squirrel General","Commander","G","{2}{G}","false","G - Squirrel Supremacy;zz_Commander"
"Imperious Perfect","Creature - Elf Warrior","G","{2}{G}","false","G - Elvish Supremacy"
"Pelt Collector","Creature - Elf Warrior","G","{G}","false","G - Power Rangers"
"Neyith of the Dire Hunt","Legendary Creature - Human Warrior","G","{2}{G}{G}","false","G - Power Rangers"
"Yawgmoth, Thran Physician","Commander","B","{2}{B}{B}","false","B - Contagion;zz_Commander"
"Tourach, Dread Cantor","Legendary Creature - Human Cleric","B","{1}{B}","false","B - Liliana's Discard"
"Liliana, Dreadhorde General","Legendary Planeswalker - Liliana","B","{4}{B}{B}","false","B - Plunderers"
"Liliana of the Veil","Legendary Planeswalker - Liliana","B","{1}{B}{B}","false","B - Liliana's Discard"
"Rona, Herald of Invasion","Legendary Creature - Human Wizard","U","{1}{U}","false","UBR - Thought Thieves"
"Ring of Barahir","Legendary Artifact - Equipment","","","false","z_Kvatch Koffers"
"Sword of Truth and Justice","Artifact - Equipment","","{3}","false","z_Kvatch Koffers"
"Scroll Rack","Artifact","","{2}","false","UR - Wild Magic"
"Sword of Dungeons & Dragons","Artifact - Equipment","","{3}","false","UR - High Roller"
"Pithing Needle","Artifact","","{1}","false","z_Kvatch Koffers"
"Sword of War and Peace","Artifact - Equipment","","{3}","false","z_Kvatch Koffers"
"Sword of Light and Shadow","Artifact - Equipment","","{3}","false","z_Kvatch Koffers"
"Extraplanar Lens","Artifact","","{3}","false","z_Kvatch Koffers"
"Sword of Body and Mind","Artifact - Equipment","","{3}","false","z_Kvatch Koffers"
"Sword of Feast and Famine","Artifact - Equipment","","{3}","false","z_Kvatch Koffers"
"Lightning Greaves","Artifact - Equipment","","{2}","false","z_Kvatch Koffers"
"Sol Ring","Artifact","","{1}","false","z_Kvatch Koffers"
"Kaldra Compleat","Legendary Artifact - Equipment","","{7}","false","z_Kvatch Koffers"
"Sword of Hearth and Home","Artifact - Equipment","","{3}","false","z_Kvatch Koffers"
"Marsh Flats","Land","WB","","false","z_Fixing Roster_z"
"Indatha Triome","Land - Plains Swamp Forest","BGW","","false","z_Fixing Roster_z"
"Zagoth Triome","Land - Swamp Forest Island","BGU","","false","z_Fixing Roster_z"
"Savai Triome","Land - Mountain Plains Swamp","BRW","","false","z_Fixing Roster_z"
"Windswept Heath","Land","WG","","false","z_Fixing Roster_z"
"Overgrown Tomb","Land - Swamp Forest","BG","","false","z_Fixing Roster_z"
"Stomping Ground","Land - Mountain Forest","GR","","false","z_Fixing Roster_z"
"Adarkar Wastes","Land","CUW","","false","z_Fixing Roster_z"
"Llanowar Wastes","Land","BCG","","false","z_Fixing Roster_z"
"Cascade Bluffs","Land","CRU","","false","z_Fixing Roster_z"
"Godless Shrine","Land - Plains Swamp","BW","","false","z_Fixing Roster_z"
"Flooded Grove","Land","CGU","","false","z_Fixing Roster_z"
"Wooded Bastion","Land","CGW","","false","z_Fixing Roster_z"
"Hallowed Fountain","Land - Plains Island","UW","","false","z_Fixing Roster_z"
"Raugrin Triome","Land - Island Mountain Plains","RUW","","false","z_Fixing Roster_z"
"Breeding Pool","Land - Forest Island","GU","","false","z_Fixing Roster_z"
"Blood Crypt","Land - Swamp Mountain","BR","","false","z_Fixing Roster_z"
"Fetid Heath","Land","BCW","","false","z_Fixing Roster_z"
"Yavimaya Coast","Land","CGU","","false","z_Fixing Roster_z"
"Steam Vents","Land - Island Mountain","RU","","false","z_Fixing Roster_z"
"Twilight Mire","Land","BCG","","false","z_Fixing Roster_z"
"Ketria Triome","Land - Forest Island Mountain","GRU","","false","z_Fixing Roster_z"
"Brushland","Land","CGW","","false","z_Fixing Roster_z"
"Caves of Koilos","Land","BCW","","false","z_Fixing Roster_z"
"Karplusan Forest","Land","CGR","","false","z_Fixing Roster_z"
"Underground River","Land","BCU","","false","z_Fixing Roster_z"
"Battlefield Forge","Land","CRW","","false","z_Fixing Roster_z"
"Polluted Delta","Land","UB","","false","z_Fixing Roster_z"
"Watery Grave","Land - Island Swamp","BU","","false","z_Fixing Roster_z"
"Wooded Foothills","Land","RG","","false","z_Fixing Roster_z"
"Bloodstained Mire","Land","BR","","false","z_Fixing Roster_z"
"Sulfurous Springs","Land","BCR","","false","z_Fixing Roster_z"
"Rugged Prairie","Land","CRW","","false","z_Fixing Roster_z"
"Flooded Strand","Land","WU","","false","z_Fixing Roster_z"
"Sunken Ruins","Land","BCU","","false","z_Fixing Roster_z"
"Temple Garden","Land - Forest Plains","GW","","false","z_Fixing Roster_z"
"Verdant Catacombs","Land","BG","","false","z_Fixing Roster_z"
"Arid Mesa","Land","WR","","false","z_Fixing Roster_z"
"Scalding Tarn","Land","UR","","false","z_Fixing Roster_z"
"Fangorn Forest","Legendary Land","","","false","G - Forever Forests"
"Misty Rainforest","Land","UG","","false","z_Fixing Roster_z"
"Graven Cairns","Land","BCR","","false","z_Fixing Roster_z"
"Shivan Reef","Land","CRU","","false","z_Fixing Roster_z"
"Sacred Foundry","Land - Mountain Plains","RW","","false","z_Fixing Roster_z"
"Urborg, Tomb of Yawgmoth","Commander","B","","false","B - Pump and Dump;zz_Commander"
"Fire-Lit Thicket","Land","CGR","","false","z_Fixing Roster_z"
"Mystic Gate","Land","CUW","","false","z_Fixing Roster_z"
"Umezawa's Jitte","Legendary Artifact - Equipment","","{2}","false","z_Kvatch Koffers"
"Youthful Valkyrie","Creature - Angel","W","{1}{W}","false","W - Angelic Power"
"Augury Owl","Creature - Bird","U","{1}{U}","false","U - Ninjutsu"
"Mystic Confluence","Instant","U","{3}{U}{U}","false","U - Ninjutsu"
"Greater Auramancy","Enchantment","W","{1}{W}","false","W - Heroic Destiny"
"Wurmcoil Engine","Artifact Creature - Phyrexian Wurm","","{6}","false","z_Kvatch Koffers"
"Lier, Disciple of the Drowned","Commander","U","{3}{U}{U}","false","U - Flashbacks;zz_Commander"
"Raze the Effigy","Instant","R","{R}","false","R - All Out Attack"
"Jadar, Ghoulcaller of Nephalia","Legendary Creature - Human Wizard","B","{1}{B}","false","B - Plunderers"
"Cabal Coffers","Land","B","","false","B - Pump and Dump"
"Liliana's Triumph","Instant","B","{1}{B}","false","B - Liliana's Discard"
"The Party Tree","Legendary Artifact","G","","false","G - Power Rangers"
"Liliana, the Last Hope","Legendary Planeswalker - Liliana","B","{1}{B}{B}","false","B - Liliana's Discard"
"Light Up the Night","Sorcery","R","{X}{R}","false","R - Chandra's Pyros"
"Riptide Laboratory","Land","U","","false","U - Pop, Pop!"
"Jace Beleren","Legendary Planeswalker - Jace","U","{1}{U}{U}","false","U - Draw Together"
"Sword of Kaldra","Legendary Artifact - Equipment","","{4}","false","W - Kaldra Kitties"
"Helm of Kaldra","Legendary Artifact - Equipment","","{3}","false","W - Kaldra Kitties"
"Shield of Kaldra","Legendary Artifact - Equipment","","{4}","false","W - Kaldra Kitties"
"Ghalta, Primal Hunger","Commander","G","{10}{G}{G}","false","G - Dino Beatdown;zz_Commander"
"Balan, Wandering Knight","Legendary Creature - Cat Knight","W","{2}{W}{W}","false","W - Kaldra Kitties"
"Selvala, Heart of the Wilds","Commander","G","{1}{G}{G}","false","G - Power Rangers;zz_Commander"
"Torbran, Thane of Red Fell","Legendary Creature - Dwarf Noble","R","{1}{R}{R}{R}","false","R - Amplified"
"Goblin Bombardment","Enchantment","R","{1}{R}","false","R - Self-Destruct"
"Chandra Nalaar","Legendary Planeswalker - Chandra","R","{3}{R}{R}","false","R - Chandra's Pyros"
"Chandra, Torch of Defiance","Legendary Planeswalker - Chandra","R","{2}{R}{R}","false","R - Chandra's Pyros"
"Mishra's Bauble","Artifact","","{0}","false","U - Urza's Toy Box"
"Armored Skyhunter","Creature - Cat Knight","W","{3}{W}","false","W - Kaldra Kitties"
"Eidolon of Blossoms","Creature - Spirit","G","{2}{G}{G}","false","G - Enchantresses"
"Enchantress's Presence","Enchantment","G","{2}{G}","false","G - Enchantresses"
"Warbriar Blessing","Enchantment - Aura","G","{1}{G}","false","G - Enchantresses"
"Dryad of the Ilysian Grove","Creature - Nymph Dryad","G","{2}{G}","false","WUBRG - Victory Snap"
"Bloom Tender","Creature - Elf Druid","G","{1}{G}","false","WUBRG - Deepest Lore"
"Esika, God of the Tree","Legendary Creature - God","G","{1}{G}{G}","false","WUBRG - Sisay's Legend"
"Prismatic Omen","Enchantment","G","{1}{G}","false","WUBRG - Victory Snap"
"Coalition Victory","Sorcery","WUBRG","{3}{W}{U}{B}{R}{G}","false","WUBRG - Victory Snap"
"Progenitus","Legendary Creature - Hydra Avatar","WUBRG","{W}{W}{U}{U}{B}{B}{R}{R}{G}{G}","false","WUBRG - Victory Snap"
"Fist of Suns","Artifact","","{3}","false","WUBRG - Victory Snap"
"Last Stand","Sorcery","WUBRG","{W}{U}{B}{R}{G}","false","WUBRG - Victory Snap"
"Scion of Draco","Artifact Creature - Dragon","","{12}","false","WUBRG - Victory Snap"
"Chandra, Dressed to Kill","Legendary Planeswalker - Chandra","R","{1}{R}{R}","false","R - Red Band Vampires"
"Jeska, Thrice Reborn","Commander","R","{2}{R}","false","zz_Commander;R - Amplified"
"Siege-Gang Commander","Creature - Goblin","R","{3}{R}{R}","false","R - Self-Destruct"
"Chandra, Hope's Beacon","Legendary Planeswalker - Chandra","R","{4}{R}{R}","false","R - Chandra's Pyros"
"Earthshaker Khenra","Creature - Jackal Warrior","R","{1}{R}","false","R - All Out Attack"
"Combat Celebrant","Creature - Human Warrior","R","{2}{R}","false","R - All Out Attack"
"Goblin Cratermaker","Creature - Goblin Warrior","R","{1}{R}","false","R - Self-Destruct"
"Pashalik Mons","Commander","R","{2}{R}","false","R - Self-Destruct;zz_Commander"
"Plundering Barbarian","Creature - Dwarf Barbarian","R","{2}{R}","false","R - Dragon's Hoard"
"Nylea's Presence","Enchantment - Aura","G","{1}{G}","false","WUBRG - Victory Snap"
"Kamahl, Pit Fighter","Legendary Creature - Human Barbarian","R","{4}{R}{R}","false","R - Amplified"
"Goblin Sharpshooter","Creature - Goblin","R","{2}{R}","false","R - Amplified"
"Night's Whisper","Sorcery","B","{1}{B}","false","B - Cant Deathtouch This"
"Hooded Blightfang","Creature - Snake","B","{2}{B}","false","B - Cant Deathtouch This"
"Goldspan Dragon","Creature - Dragon","R","{3}{R}{R}","false","R - Dragon's Hoard"
"Laelia, the Blade Reforged","Commander","R","{2}{R}","false","R - Death by Exile;zz_Commander"
"Tinybones, Trinket Thief","Legendary Creature - Skeleton Rogue","B","{1}{B}","false","B - Liliana's Discard"
"Fireslinger","Creature - Human Wizard","R","{1}{R}","false","R - Amplified"
"Jeska, Warrior Adept","Legendary Creature - Human Barbarian Warrior","R","{2}{R}{R}","false","R - Amplified"
"Light Up the Stage","Sorcery","R","{2}{R}","false","R - Amplified"
"Chandra, Fire of Kaladesh","Commander","R","{1}{R}{R}","false","R - Chandra's Pyros;zz_Commander"
"Prismatic Vista","Land","","","false","WBG - Landfill"
"Nirkana Revenant","Creature - Vampire Shade","B","{4}{B}{B}","false","B - Pump and Dump"
"Liliana of the Dark Realms","Legendary Planeswalker - Liliana","B","{2}{B}{B}","false","B - Pump and Dump"
"Drana, Kalastria Bloodchief","Legendary Creature - Vampire Shaman","B","{3}{B}{B}","false","B - Pump and Dump"
"Nantuko Shade","Creature - Insect Shade","B","{B}{B}","false","B - Pump and Dump"
"Dark Ritual","Instant","B","{B}","false","B - Pump and Dump"
"Sign in Blood","Sorcery","B","{B}{B}","false","B - Pump and Dump"
"Swords to Plowshares","Instant","W","{W}","false","WR - Samurai"
"Deadly Dispute","Instant","B","{1}{B}","false","B - Blood Money"
"Heartfire","Instant","R","{1}{R}","false","R - Self-Destruct"
"Archaeomancer","Creature - Human Wizard","U","{2}{U}{U}","false","U - Flashbacks"
"Mogg War Marshal","Creature - Goblin Warrior","R","{1}{R}","false","R - Self-Destruct"
"Sigrid, God-Favored","Legendary Creature - Human Warrior","W","{1}{W}{W}","false","WR - World Warriors"
"Liliana's Reaver","Creature - Zombie","B","{2}{B}{B}","false","B - Liliana's Discard"
"Aether Spellbomb","Artifact","U","{1}","false","U - Urza's Toy Box"
"Chandra, Fire Artisan","Legendary Planeswalker - Chandra","R","{2}{R}{R}","false","R - Chandra's Pyros"
"Phantasmal Image","Creature - Illusion","U","{1}{U}","false","U - Attack of the Clones"
"Phyrexian Metamorph","Artifact Creature - Phyrexian Shapeshifter","U","{3}{U/P}","false","U - Attack of the Clones"
"Arcane Denial","Instant","U","{1}{U}","false","U - Draw Together"
"Kami of the Crescent Moon","Legendary Creature - Spirit","U","{U}{U}","false","U - Draw Together"
"Sower of Temptation","Creature - Faerie Wizard","U","{2}{U}{U}","false","U - Cheat & Steal"
"Sakashima of a Thousand Faces","Commander","U","{3}{U}","false","zz_Commander;U - Attack of the Clones"
"Asylum Visitor","Creature - Vampire Wizard","B","{1}{B}","false","BR - Madness"
"Grand Abolisher","Creature - Human Cleric","W","{W}{W}","false","W - The Law"
"Linvala, the Preserver","Legendary Creature - Angel","W","{4}{W}{W}","false","W - Santa"
"Magda, Brazen Outlaw","Commander","R","{1}{R}","false","R - Dragon's Hoard;zz_Commander"
"Gadrak, the Crown-Scourge","Legendary Creature - Dragon","R","{2}{R}","false","R - Dragon's Hoard"
"Fabled Hero","Creature - Human Soldier","W","{1}{W}{W}","false","W - Heroic Destiny"
"Hero of Iroas","Creature - Human Soldier","W","{1}{W}","false","W - Heroic Destiny"
"Strike It Rich","Sorcery","R","{R}","false","R - Dragon's Hoard"
"Dragon's Fire","Instant","R","{1}{R}","false","R - Dragon's Hoard"
"Duelist's Heritage","Enchantment","W","{2}{W}","false","W - Rebel Yell"
"Sparring Regimen","Enchantment","W","{2}{W}","false","W - Rebel Yell"
"Knight of the Holy Nimbus","Creature - Human Rebel Knight","W","{W}{W}","false","W - Rebel Yell"
"Outrider en-Kor","Creature - Kor Rebel Knight","W","{2}{W}","false","W - Rebel Yell"
"Knight of Sursi","Creature - Human Knight","W","{3}{W}","false","W - Rebel Yell"
"Benalish Cavalry","Creature - Human Knight","W","{1}{W}","false","W - Rebel Yell"
"Liliana's Contract","Enchantment","B","{3}{B}{B}","false","B - Demonic Contract"
"Demonic Tutor","Sorcery","B","{1}{B}","false","B - Demonic Contract"
"Ardyn Izunia","Legendary Creature - Demon Rogue","B","","false","B - Demonic Contract"
"Taborax, Hope's Demise","Legendary Creature - Demon Cleric","B","{2}{B}","false","B - Demonic Contract"
"Dream Devourer","Creature - Demon Cleric","B","{1}{B}","false","B - Demonic Contract"
"Razaketh, the Foulblooded","Legendary Creature - Demon","B","{5}{B}{B}{B}","false","B - Demonic Contract"
"Dismember","Instant","B","{1}{B/P}{B/P}","false","WB - Negative Life"
"Hope of Ghirapur","Legendary Creature - Thopter","","{1}","false","U - Robot Chickens"
"Liliana, Waker of the Dead","Legendary Planeswalker - Liliana","B","{2}{B}{B}","false","B - Liliana's Discard"
"Blightstep Pathway","Land","BR","","false","z_Fixing Roster_z"
"Hengegate Pathway","Land","WU","","false","z_Fixing Roster_z"
"Branchloft Pathway","Land","WG","","false","z_Fixing Roster_z"
"Brightclimb Pathway","Land","WB","","false","z_Fixing Roster_z"
"Clearwater Pathway","Land","UB","","false","z_Fixing Roster_z"
"Cragcrown Pathway","Land","RG","","false","z_Fixing Roster_z"
"Needleverge Pathway","Land","WR","","false","z_Fixing Roster_z"
"Barkchannel Pathway","Land","UG","","false","z_Fixing Roster_z"
"Darkbore Pathway","Land","BG","","false","z_Fixing Roster_z"
"Riverglide Pathway","Land","UR","","false","z_Fixing Roster_z"
"Treasure Chest","Artifact","","{3}","false","z_Kvatch Koffers"
"Liliana, Heretical Healer","Commander","B","{1}{B}{B}","false","B - Liliana's Discard;zz_Commander"
"Esika's Chariot","Legendary Artifact - Vehicle","G","{3}{G}","false","WG - Token King"
"Dread Shade","Creature - Shade","B","{B}{B}{B}","false","B - Pump and Dump"
"Ophiomancer","Creature - Human Shaman","B","{2}{B}","false","B - Cant Deathtouch This"
"Cathar Commando","Creature - Human Soldier","W","{1}{W}","false","W - Soldier Supremacy"
"Sundown Pass","Land","RW","","false","z_Fixing Roster_z"
"Deathcap Glade","Land","BG","","false","z_Fixing Roster_z"
"Stormcarved Coast","Land","RU","","false","z_Fixing Roster_z"
"Deserted Beach","Land","UW","","false","z_Fixing Roster_z"
"Haunted Ridge","Land","BR","","false","z_Fixing Roster_z"
"Overgrown Farmland","Land","GW","","false","z_Fixing Roster_z"
"Ascendant Packleader","Creature - Wolf","G","{G}","false","G - Green Screen Wolves"
"Bird Admirer","Creature - Human Archer Werewolf","G","{2}{G}","false","G - Green Screen Wolves"
"Tovolar's Huntmaster","Creature - Human Werewolf","G","{4}{G}{G}","false","G - Green Screen Wolves"
"Outland Liberator","Creature - Human Werewolf","G","{1}{G}","false","G - Green Screen Wolves"
"Duel for Dominance","Instant","G","{1}{G}","false","G - Green Screen Wolves"
"Play with Fire","Instant","R","{R}","false","R - Red Band Vampires"
"Abrade","Instant","R","{1}{R}","false","R - Red Band Vampires"
"Neonate's Rush","Instant","R","{2}{R}","false","R - Red Band Vampires"
"Belligerent Guest","Creature - Vampire","R","{2}{R}","false","R - Red Band Vampires"
"Famished Foragers","Creature - Vampire","R","{3}{R}","false","R - Red Band Vampires"
"Falkenrath Perforator","Creature - Vampire","R","{1}{R}","false","R - Red Band Vampires"
"Dominating Vampire","Creature - Vampire","R","{1}{R}{R}","false","R - Red Band Vampires"
"Shattered Sanctum","Land","BW","","false","z_Fixing Roster_z"
"Clear Shot","Instant","G","{2}{G}","false","G - Green Screen Wolves"
"Rockfall Vale","Land","GR","","false","z_Fixing Roster_z"
"Shipwreck Marsh","Land","BU","","false","z_Fixing Roster_z"
"Dreamroot Cascade","Land","GU","","false","z_Fixing Roster_z"
"Avabruck Caretaker","Creature - Human Werewolf","G","{4}{G}{G}","false","G - Green Screen Wolves"
"Cemetery Prowler","Creature - Wolf","G","{1}{G}{G}","false","G - Green Screen Wolves"
"Primal Adversary","Creature - Wolf","G","{2}{G}","false","G - Green Screen Wolves"
"Cemetery Gatekeeper","Creature - Vampire","R","{1}{R}","false","R - Red Band Vampires"
"Bloodthirsty Adversary","Creature - Vampire","R","{1}{R}","false","R - Red Band Vampires"
"Prosperous Thief","Creature - Human Ninja","U","{2}{U}","false","U - Ninjutsu"
"Thousand-Faced Shadow","Creature - Human Ninja","U","{U}","false","U - Ninjutsu"
"Moon-Circuit Hacker","Enchantment Creature - Human Ninja","U","{1}{U}","false","U - Ninjutsu"
"Moonsnare Specialist","Creature - Human Ninja","U","{3}{U}","false","U - Ninjutsu"
"Boseiju, Who Endures","Legendary Land","G","","false","G - Nissa's Landfall"
"Takenuma, Abandoned Mire","Legendary Land","B","","false","WBG - Landfill"
"Eater of Virtue","Legendary Artifact - Equipment","","{1}","false","z_Kvatch Koffers"
"Sokenzan, Crucible of Defiance","Legendary Land","R","","false","R - Self-Destruct"
"Falkenrath Pit Fighter","Creature - Vampire Warrior","R","{R}","false","R - Red Band Vampires"
"Olivia's Attendants","Creature - Vampire","R","{4}{R}{R}","false","R - Red Band Vampires"
"The Wandering Emperor","Legendary Planeswalker","W","{2}{W}{W}","false","WR - Samurai"
"Blade of the Oni","Artifact Creature - Equipment Demon","B","{1}{B}","false","B - Demonic Contract"
"Atsushi, the Blazing Sky","Legendary Creature - Dragon Spirit","R","{2}{R}{R}","false","R - Dragon's Hoard"
"Coat of Arms","Artifact","","{5}","false","z_Kvatch Koffers"
"Otawara, Soaring City","Legendary Land","U","","false","U - Draw Together"
"Gravecrawler","Creature - Zombie","B","{B}","false","B - Zombie Supremacy"
"Curiosity","Enchantment - Aura","U","{U}","false","U - Merfolk Supremacy"
"Rafiq of the Many","Commander","G","{1}{G}{W}{U}","false","WUG - Exalted Duelists;zz_Commander"
"Angel of Invention","Creature - Angel","W","{3}{W}{W}","false","W - Arts and Crafts"
"Bronze Guardian","Artifact Creature - Golem","W","{4}{W}","false","W - Arts and Crafts"
"Dispatch","Instant","W","{W}","false","W - Arts and Crafts"
"Angelic Ascension","Instant","W","{1}{W}","false","W - Angelic Power"
"Righteousness","Instant","W","{W}","false","WRG - Art of War"
"Valkyrie Harbinger","Creature - Angel Cleric","W","{4}{W}{W}","false","W - Angelic Power"
"Resplendent Angel","Creature - Angel","W","{1}{W}{W}","false","W - Angelic Power"
"Giada, Font of Hope","Legendary Creature - Angel","W","{1}{W}","false","WB - The Fallen"
"Losheel, Clockwork Scholar","Commander","W","{2}{W}","false","W - Arts and Crafts;zz_Commander"
"Blade Splicer","Creature - Phyrexian Human Artificer","W","{2}{W}","false","W - Arts and Crafts"
"Mari, the Killing Quill","Commander","B","{1}{B}{B}","false","B - Blood Money;zz_Commander"
"Silent Assassin","Creature - Human Mercenary Assassin","B","{B}{B}","false","B - Cant Deathtouch This"
"Glint-Sleeve Siphoner","Creature - Human Rogue","B","{1}{B}","false","B - Blood Money"
"Massacre Girl","Legendary Creature - Human Assassin","B","{3}{B}{B}","false","B - Blood Money"
"Wrath of God","Sorcery","W","{2}{W}{W}","false","W - Santa"
"Mother of Runes","Creature - Human Cleric","W","{W}","false","W - I Need a Medic!"
"Esper Sentinel","Artifact Creature - Human Soldier","W","{W}","false","W - Arts and Crafts"
"Master Splicer","Creature - Phyrexian Human Artificer","W","{3}{W}","false","W - Arts and Crafts"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Attack of the Clones"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Robot Chickens"
"Island","Basic Land - Island","U","","false","U - Flashbacks"
"Island","Basic Land - Island","U","","false","U - Flashbacks"
"Island","Basic Land - Island","U","","false","U - Flashbacks"
"Island","Basic Land - Island","U","","false","U - Flashbacks"
"Island","Basic Land - Island","U","","false","U - Flashbacks"
"Island","Basic Land - Island","U","","false","U - Flashbacks"
"Island","Basic Land - Island","U","","false","U - Urza's Toy Box"
"Island","Basic Land - Island","U","","false","U - Urza's Toy Box"
"Island","Basic Land - Island","U","","false","U - Urza's Toy Box"
"Island","Basic Land - Island","U","","false","U - Urza's Toy Box"
"Island","Basic Land - Island","U","","false","U - Urza's Toy Box"
"Island","Basic Land - Island","U","","false","U - Urza's Toy Box"
"Island","Basic Land - Island","U","","false","U - Ninjutsu"
"Island","Basic Land - Island","U","","false","U - Ninjutsu"
"Island","Basic Land - Island","U","","false","U - Ninjutsu"
"Island","Basic Land - Island","U","","false","U - Ninjutsu"
"Island","Basic Land - Island","U","","false","U - Ninjutsu"
"Island","Basic Land - Island","U","","false","U - Ninjutsu"
"Forest","Basic Land - Forest","G","","false","G - Dino Beatdown"
"Forest","Basic Land - Forest","G","","false","G - Dino Beatdown"
"Forest","Basic Land - Forest","G","","false","G - Dino Beatdown"
"Forest","Basic Land - Forest","G","","false","G - Dino Beatdown"
"Forest","Basic Land - Forest","G","","false","G - Dino Beatdown"
"Forest","Basic Land - Forest","G","","false","G - Dino Beatdown"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Enchantresses"
"Forest","Basic Land - Forest","G","","false","G - Power Rangers"
"Forest","Basic Land - Forest","G","","false","G - Power Rangers"
