"name","Type","Color","manacost","maybeboard","tags"
"Stern Dismissal","Instant","U","{U}","false","U - Mill"
"Disruption Protocol","Instant","U","{U}{U}","false","U - Investigate"
"Jwari Disruption","Instant","U","{1}{U}","false","U - Delver"
"Metallic Rebuke","Instant","U","{2}{U}","false","U - Investigate"
"Thought Collapse","Instant","U","{1}{U}{U}","false","U - Mill"
"Wizard's Retort","Instant","U","{1}{U}{U}","false","U - Delver"
"Wizard's Retort","Instant","U","{1}{U}{U}","false","U - Delver"
"Hard Evidence","Sorcery","U","{U}","false","U - Investigate"
"Serum Visions","Sorcery","U","{U}","false","U - Delver"
"Press for Answers","Sorcery","U","{1}{U}","false","U - Investigate"
"Jace's Triumph","Sorcery","U","{2}{U}","false","U - Mill"
"Deep Analysis","Sorcery","U","{3}{U}","false","U - Delver"
"Curious Obsession","Enchantment - Aura","U","{U}","false","U - Spirits"
"Favorable Winds","Enchantment","U","{1}{U}","false","U - Spirits"
"Frogify","Enchantment - Aura","U","{1}{U}","false","U - Spirits"
"Kasmina's Transmutation","Enchantment - Aura","U","{1}{U}","false","U - Spirits"
"Fraying Sanity","Enchantment - Aura Curse","U","{2}{U}","false","U - Mill"
"Teferi's Tutelage","Enchantment","U","{2}{U}","false","U - Mill"
"Mechanized Production","Enchantment - Aura","U","{2}{U}{U}","false","U - Investigate"
"Carrion Feeder","Creature - Zombie","B","{B}","false","B - Zombies"
"Cauldron Familiar","Creature - Cat","B","{B}","false","B - Witchcraft"
"Cauldron Familiar","Creature - Cat","B","{B}","false","B - Witchcraft"
"Foulmire Knight","Creature - Zombie Knight","B","{B}","false","B - Zombies"
"Persistent Specimen","Creature - Skeleton","B","{B}","false","B - Reanimate"
"Sanitarium Skeleton","Creature - Skeleton","B","{B}","false","B - Zombies"
"Valgavoth's Faithful","Creature - Human Cleric","B","{B}","false","B - Reanimate"
"Blood Burglar","Creature - Vampire Rogue","B","{1}{B}","false","B - Vampires"
"Eternal Taskmaster","Creature - Zombie","B","{1}{B}","false","B - Zombies"
"Gifted Aetherborn","Creature - Aetherborn Vampire","B","{B}{B}","false","B - Vampires"
"Jadar, Ghoulcaller of Nephalia","Legendary Creature - Human Wizard","B","{1}{B}","false","B - Zombies"
"Braids, Arisen Nightmare","Legendary Creature - Nightmare","B","{1}{B}{B}","false","B - Zombies"
"Crow of Dark Tidings","Creature - Zombie Bird","B","{2}{B}","false","B - Reanimate"
"Experimental Confectioner","Creature - Human Peasant","B","{2}{B}","false","B - Witchcraft"
"Fell Stinger","Creature - Zombie Scorpion","B","{2}{B}","false","B - Witchcraft"
"Gumdrop Poisoner","Creature - Human Warlock","B","{2}{B}","false","B - Witchcraft"
"Liliana's Devotee","Creature - Human Warlock","B","{2}{B}","false","B - Zombies"
"Markov Baron","Creature - Vampire Noble","B","{2}{B}","false","B - Vampires"
"Silversmote Ghoul","Creature - Zombie Vampire","B","{2}{B}","false","B - Vampires"
"Stromkirk Bloodthief","Creature - Vampire Rogue","B","{2}{B}","false","B - Vampires"
"Sweettooth Witch","Creature - Human Warlock","B","{2}{B}","false","B - Witchcraft"
"Vampire Nighthawk","Creature - Vampire Shaman","B","{1}{B}{B}","false","B - Vampires"
"Bloodvial Purveyor","Creature - Vampire","B","{2}{B}{B}","false","B - Vampires"
"Crypt Lurker","Creature - Horror","B","{3}{B}","false","B - Reanimate"
"Henrika Domnathi","Legendary Creature - Vampire","B","{2}{B}{B}","false","B - Vampires"
"Ravenous Chupacabra","Creature - Beast Horror","B","{2}{B}{B}","false","B - Reanimate"
"Diregraf Horde","Creature - Zombie","B","{4}{B}","false","B - Reanimate"
"Gristle Grinner","Creature - Zombie","B","{4}{B}","false","B - Zombies"
"High Fae Negotiator","Creature - Faerie Warlock","B","{3}{B}{B}","false","B - Witchcraft"
"Morkrut Behemoth","Creature - Zombie Giant","B","{4}{B}","false","B - Zombies"
"Vampire Scrivener","Creature - Vampire Warlock","B","{4}{B}","false","B - Vampires"
"Witch of the Moors","Creature - Human Warlock","B","{3}{B}{B}","false","B - Witchcraft"
"Archfiend of Spite","Creature - Demon","B","{5}{B}{B}","false","B - Reanimate"
"Gloomfang Mauler","Creature - Nightmare","B","{5}{B}{B}","false","B - Reanimate"
"Shelob's Ambush","Instant","B","{B}","false","B - Witchcraft"
"Village Rites","Instant","B","{B}","false","B - Zombies"
"Candy Grapple","Instant","B","{1}{B}","false","B - Witchcraft"
"Drag to the Underworld","Instant","B","{2}{B}{B}","false","B - Reanimate"
"Drag to the Underworld","Instant","B","{2}{B}{B}","false","B - Vampires"
"Bloodchief's Thirst","Sorcery","B","{B}","false","B - Zombies"
"Funeral Rites","Sorcery","B","{2}{B}","false","B - Reanimate"
"Pointed Discussion","Sorcery","B","{2}{B}","false","B - Vampires"
"Victimize","Sorcery","B","{2}{B}","false","B - Reanimate"
"Dread Return","Sorcery","B","{2}{B}{B}","false","B - Reanimate"
"Dreadhorde Invasion","Enchantment","B","{1}{B}","false","B - Zombies"
"Eternal Thirst","Enchantment - Aura","B","{1}{B}","false","B - Vampires"
"Goblin Guide","Creature - Goblin Scout","R","{R}","false","R - Goblins"
"Rigging Runner","Creature - Goblin Pirate","R","{R}","false","R - Smashing"
"Voldaren Epicure","Creature - Vampire","R","{R}","false","R - Burn"
"Voldaren Epicure","Creature - Vampire","R","{R}","false","R - Burn"
"Axgard Cavalry","Creature - Dwarf Berserker","R","{1}{R}","false","R - Smashing"
"Bloodrage Brawler","Creature - Minotaur Warrior","R","{1}{R}","false","R - Smashing"
"Fissure Wizard","Creature - Goblin Wizard","R","{1}{R}","false","R - Goblins"
"Goblin Fireleaper","Creature - Goblin Warrior","R","{1}{R}","false","R - Goblins"
"Goblin Instigator","Creature - Goblin Rogue","R","{1}{R}","false","R - Goblins"
"Heartfire Immolator","Creature - Human Wizard","R","{1}{R}","false","R - Spellslinger"
"Kessig Flamebreather","Creature - Human Shaman","R","{1}{R}","false","R - Spellslinger"
"Lightning Visionary","Creature - Minotaur Shaman","R","{1}{R}","false","R - Burn"
"Lightning Visionary","Creature - Minotaur Shaman","R","{1}{R}","false","R - Burn"
"Mogg War Marshal","Creature - Goblin Warrior","R","{1}{R}","false","R - Goblins"
"Moria Marauder","Creature - Goblin Warrior","R","{R}{R}","false","R - Goblins"
"War-Name Aspirant","Creature - Human Warrior","R","{1}{R}","false","R - Smashing"
"Young Pyromancer","Creature - Human Shaman","R","{1}{R}","false","R - Spellslinger"
"Bonecrusher Giant","Creature - Giant","R","{2}{R}","false","R - Burn"
"Krenko, Tin Street Kingpin","Legendary Creature - Goblin","R","{2}{R}","false","R - Goblins"
"Rummaging Goblin","Creature - Goblin Rogue","R","{2}{R}","false","R - Goblins"
"Taurean Mauler","Creature - Shapeshifter","R","{2}{R}","false","R - Smashing"
"Flametongue Kavu","Creature - Kavu","R","{3}{R}","false","R - Smashing"
"Goblin Traprunner","Creature - Goblin","R","{3}{R}","false","R - Goblins"
"Storm-Kiln Artist","Creature - Dwarf Shaman","R","{3}{R}","false","R - Spellslinger"
"Volley Veteran","Creature - Goblin Warrior","R","{3}{R}","false","R - Goblins"
"Sanctuary Smasher","Creature - Rhino Beast","R","{4}{R}{R}","false","R - Smashing"
"Lightning Bolt","Instant","R","{R}","false","R - Burn"
"Lightning Bolt","Instant","R","{R}","false","R - Burn"
"Lightning Bolt","Instant","R","{R}","false","R - Spellslinger"
"Monstrous Rage","Instant","R","{R}","false","R - Smashing"
"Play with Fire","Instant","R","{R}","false","R - Burn"
"Stonesplitter Bolt","Instant","R","{X}{R}","false","R - Spellslinger"
"Abrade","Instant","R","{1}{R}","false","R - Spellslinger"
"Electrodominance","Instant","R","{X}{R}{R}","false","R - Spellslinger"
"Improvised Club","Instant","R","{1}{R}","false","R - Burn"
"Stolen Vitality","Instant","R","{1}{R}","false","R - Smashing"
"Volcanic Geyser","Instant","R","{X}{R}{R}","false","R - Spellslinger"
"Electric Revelation","Instant","R","{2}{R}","false","R - Spellslinger"
"Chain Lightning","Sorcery","R","{R}","false","R - Burn"
"Into the Fire","Sorcery","R","{2}{R}","false","R - Spellslinger"
"Experimental Synthesizer","Artifact","R","{R}","false","R - Burn"
"Kumano Faces Kakkazan","Enchantment - Saga","R","{R}","false","R - Burn"
"Impact Tremors","Enchantment","R","{1}{R}","false","R - Goblins"
"Makeshift Munitions","Enchantment","R","{1}{R}","false","R - Goblins"
"Furious Rise","Enchantment","R","{2}{R}","false","R - Smashing"
"Bedlam","Enchantment","R","{2}{R}{R}","false","R - Smashing"
"Brazen Cannonade","Enchantment","R","{3}{R}","false","R - Smashing"
"Double Vision","Enchantment","R","{3}{R}{R}","false","R - Spellslinger"
"Almighty Brushwagg","Creature - Brushwagg","G","{G}","false","G - Adventures"
"Almighty Brushwagg","Creature - Brushwagg","G","{G}","false","G - Chonkers"
"Edgewall Innkeeper","Creature - Human Peasant","G","{G}","false","G - Adventures"
"Rubblebelt Maverick","Creature - Human Detective","G","{G}","false","G - Counters"
"Servant of the Scale","Creature - Human Soldier","G","{G}","false","G - Counters"
"Wildwood Scourge","Creature - Hydra","G","{X}{G}","false","G - Counters"
"Benevolent Hydra","Creature - Hydra","G","{X}{G}{G}","false","G - Counters"
"Bramble Familiar","Creature - Elemental Raccoon","G","{1}{G}","false","G - Adventures"
"Ilysian Caryatid","Creature - Plant","G","{1}{G}","false","G - Counters"
"Ilysian Caryatid","Creature - Plant","G","{1}{G}","false","G - Chonkers"
"Ilysian Caryatid","Creature - Plant","G","{1}{G}","false","G - Chonkers"
"Primordial Hydra","Creature - Hydra","G","{X}{G}{G}","false","G - Counters"
"Evolution Sage","Creature - Elf Druid","G","{2}{G}","false","G - Landfall"
"Jewel Thief","Creature - Cat Rogue","G","{2}{G}","false","G - Chonkers"
"Lovestruck Beast","Creature - Beast Noble","G","{2}{G}","false","G - Adventures"
"Omnath, Locus of Mana","Legendary Creature - Elemental","G","{2}{G}","false","G - Chonkers"
"Pridemalkin","Creature - Cat","G","{2}{G}","false","G - Counters"
"Territorial Scythecat","Creature - Cat","G","{2}{G}","false","G - Landfall"
"Ferocious Werefox","Creature - Elf Fox Warrior","G","{3}{G}","false","G - Adventures"
"Howling Galefang","Creature - Beast","G","{2}{G}{G}","false","G - Adventures"
"Renata, Called to the Hunt","Legendary Enchantment Creature - Demigod","G","{2}{G}{G}","false","G - Counters"
"Beanstalk Wurm","Creature - Plant Wurm","G","{4}{G}","false","G - Adventures"
"Challenger Troll","Creature - Troll","G","{4}{G}","false","G - Chonkers"
"Embodiment of Insight","Creature - Elemental","G","{4}{G}","false","G - Landfall"
"Colossal Dreadmaw","Creature - Dinosaur","G","{4}{G}{G}","false","G - Chonkers"
"Soul of the Harvest","Creature - Elemental","G","{4}{G}{G}","false","G - Chonkers"
"Stormkeld Vanguard","Creature - Giant Warrior","G","{4}{G}{G}","false","G - Adventures"
"Beanstalk Giant","Creature - Giant","G","{6}{G}","false","G - Adventures"
"Rampaging Brontodon","Creature - Dinosaur","G","{5}{G}{G}","false","G - Chonkers"
"Nissa, Who Shakes the World","Legendary Planeswalker - Nissa","G","{3}{G}{G}","false","G - Landfall"
"Vastwood Fortification","Instant","G","{G}","false","G - Counters"
"Ram Through","Instant","G","{1}{G}","false","G - Adventures"
"Ram Through","Instant","G","{1}{G}","false","G - Chonkers"
"Ram Through","Instant","G","{1}{G}","false","G - Landfall"
"Titanic Brawl","Instant","G","{1}{G}","false","G - Counters"
"Titanic Brawl","Instant","G","{1}{G}","false","G - Counters"
"Adventurous Impulse","Sorcery","G","{G}","false","G - Landfall"
"Emergent Sequence","Sorcery","G","{1}{G}","false","G - Landfall"
"Explore","Sorcery","G","{1}{G}","false","G - Landfall"
"Savage Punch","Sorcery","G","{1}{G}","false","G - Chonkers"
"Curse of the Werefox","Sorcery","G","{2}{G}","false","G - Adventures"
"Sylvan Awakening","Sorcery","G","{2}{G}","false","G - Landfall"
"Rancor","Enchantment - Aura","G","{G}","false","G - Chonkers"
"Ordeal of Nylea","Enchantment - Aura","G","{1}{G}","false","G - Counters"
"Roaring Earth","Enchantment","G","{1}{G}","false","G - Landfall"
"Hydra's Growth","Enchantment - Aura","G","{2}{G}","false","G - Counters"
"Boseiju Reaches Skyward","Enchantment - Saga","G","{3}{G}","false","G - Landfall"
"Shambling Suit","Artifact Creature - Construct","","{3}","false","U - Investigate"
"Pierce Strider","Artifact Creature - Phyrexian Construct","","{4}","false","W - Blink"
"Witch's Oven","Artifact","","{1}","false","B - Witchcraft"
"Witch's Oven","Artifact","","{1}","false","B - Witchcraft"
"Lucky Clover","Artifact","","{2}","false","G - Adventures"
"Smuggler's Copter","Artifact - Vehicle","","{2}","false","U - Investigate"
"Magnifying Glass","Artifact","","{3}","false","U - Investigate"
"Panharmonicon","Artifact","","{4}","false","W - Blink"
"Edgewall Inn","Land","","","false","G - Adventures"
"Evolving Wilds","Land","","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Adventures"
"Forest","Basic Land - Forest","G","","false","G - Adventures"
"Forest","Basic Land - Forest","G","","false","G - Adventures"
"Forest","Basic Land - Forest","G","","false","G - Adventures"
"Forest","Basic Land - Forest","G","","false","G - Adventures"
"Forest","Basic Land - Forest","G","","false","G - Adventures"
"Forest","Basic Land - Forest","G","","false","G - Counters"
"Forest","Basic Land - Forest","G","","false","G - Counters"
"Forest","Basic Land - Forest","G","","false","G - Counters"
"Forest","Basic Land - Forest","G","","false","G - Counters"
"Forest","Basic Land - Forest","G","","false","G - Counters"
"Forest","Basic Land - Forest","G","","false","G - Counters"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","G","","false","G - Landfall"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Forest","Basic Land - Forest","","","false","G - Chonkers"
"Ghost Town","Land","","","false","G - Landfall"
"Island","Basic Land - Island","U","","false","U - Investigate"
"Island","Basic Land - Island","U","","false","U - Investigate"
"Island","Basic Land - Island","U","","false","U - Investigate"
"Island","Basic Land - Island","U","","false","U - Investigate"
"Island","Basic Land - Island","U","","false","U - Investigate"
"Island","Basic Land - Island","U","","false","U - Investigate"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Mill"
"Island","Basic Land - Island","U","","false","U - Delver"
"Island","Basic Land - Island","U","","false","U - Delver"
"Island","Basic Land - Island","U","","false","U - Delver"
"Island","Basic Land - Island","U","","false","U - Delver"
"Island","Basic Land - Island","U","","false","U - Delver"
"Island","Basic Land - Island","U","","false","U - Delver"
"Island","Basic Land - Island","","","false","U - Spirits"
"Island","Basic Land - Island","","","false","U - Spirits"
"Island","Basic Land - Island","","","false","U - Spirits"
"Island","Basic Land - Island","","","false","U - Spirits"
"Island","Basic Land - Island","","","false","U - Spirits"
"Island","Basic Land - Island","","","false","U - Spirits"
"Island","Basic Land - Island","","","false","U - Spirits"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Burn"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Spellslinger"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Smashing"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Blink"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Lifegain"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","W","","false","W - Devotion"
"Plains","Basic Land - Plains","","","false","W - Go Wide"
"Plains","Basic Land - Plains","","","false","W - Go Wide"
"Plains","Basic Land - Plains","","","false","W - Go Wide"
"Plains","Basic Land - Plains","","","false","W - Go Wide"
"Plains","Basic Land - Plains","","","false","W - Go Wide"
"Plains","Basic Land - Plains","","","false","W - Go Wide"
"Seat of the Synod","Artifact Land","","","false","U - Investigate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimate"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Zombies"
"Swamp","Basic Land - Swamp","B","","false","B - Witchcraft"
"Swamp","Basic Land - Swamp","B","","false","B - Witchcraft"
"Swamp","Basic Land - Swamp","B","","false","B - Witchcraft"
"Swamp","Basic Land - Swamp","B","","false","B - Witchcraft"
"Swamp","Basic Land - Swamp","B","","false","B - Witchcraft"
"Swamp","Basic Land - Swamp","B","","false","B - Witchcraft"
"The Autonomous Furnace","Land - Sphere","","","false","R - Goblins"
"Thriving Bluff","Land","R","","false","R - Burn"
"Thriving Bluff","Land","R","","false","R - Spellslinger"
"Thriving Bluff","Land","R","","false","R - Smashing"
"Thriving Bluff","Land","R","","false","R - Goblins"
"Thriving Grove","Land","G","","false","G - Counters"
"Thriving Grove","Land","","","false","G - Chonkers"
"Thriving Grove","Land","","","false","G - Adventures"
"Thriving Heath","Land","W","","false","W - Blink"
"Thriving Heath","Land","W","","false","W - Lifegain"
"Thriving Heath","Land","W","","false","W - Devotion"
"Thriving Heath","Land","","","false","W - Go Wide"
"Thriving Isle","Land","U","","false","U - Investigate"
"Thriving Isle","Land","U","","false","U - Mill"
"Thriving Isle","Land","U","","false","U - Delver"
"Thriving Isle","Land","","","false","U - Spirits"
"Thriving Moor","Land","B","","false","B - Reanimate"
"Thriving Moor","Land","B","","false","B - Vampires"
"Thriving Moor","Land","B","","false","B - Zombies"
"Thriving Moor","Land","B","","false","B - Witchcraft"
"Witch's Cottage","Land - Swamp","B","","false","B - Witchcraft"
