"name","Type","Color","manacost","maybeboard","tags"
"Prodigal Sorcerer","Creature - Human Wizard","U","{2}{U}","false","BLU Counter"
"Seasinger","Creature - Merfolk","U","{1}{U}{U}","false","BLU Merfolk"
"Vodalian Knights","Creature - Merfolk Knight","U","{1}{U}{U}","false","BLU Merfolk"
"Clone","Creature - Shapeshifter","U","{3}{U}","false","BLU Counter"
"Phantom Monster","Creature - Illusion","U","{3}{U}","false","BLU Counter"
"Air Elemental","Creature - Elemental","U","{3}{U}{U}","false","BLU Counter"
"Vesuvan Doppelganger","Creature - Shapeshifter","U","{3}{U}{U}","false","BLU Counter"
"Mahamoti Djinn","Creature - Djinn","U","{4}{U}{U}","false","BLU Counter"
"Force Spike","Instant","U","{U}","false","BLU Merfolk"
"Unsummon","Instant","U","{U}","false","BLU Counter"
"Counterspell","Instant","U","{U}{U}","false","BLU Counter"
"Counterspell","Instant","U","{U}{U}","false","BLU Merfolk"
"Ray of Command","Instant","U","{3}{U}","false","BLU Counter"
"Mind Bomb","Sorcery","U","{U}","false","BLU Counter"
"Part Water","Sorcery","U","{X}{X}{U}","false","BLU Merfolk"
"Recall","Sorcery","U","{X}{X}{U}","false","BLU Merfolk"
"Braingeyser","Sorcery","U","{X}{U}{U}","false","BLU Counter"
"Phantasmal Terrain","Enchantment - Aura","U","{U}{U}","false","BLU Merfolk"
"Vampire Bats","Creature - Bat","B","{B}","false","BLK Zombies"
"Will-o'-the-Wisp","Creature - Spirit","B","{B}","false","BLK Knights"
"Black Knight","Creature - Human Knight","B","{B}{B}","false","BLK Knights"
"Order of the Ebon Hand","Creature - Cleric Knight","B","{B}{B}","false","BLK Knights"
"Walking Dead","Creature - Zombie","B","{1}{B}","false","BLK Zombies"
"Hypnotic Specter","Creature - Specter","B","{1}{B}{B}","false","BLK Knights"
"Royal Assassin","Creature - Human Assassin","B","{1}{B}{B}","false","BLK Knights"
"Scathe Zombies","Creature - Zombie","B","{2}{B}","false","BLK Zombies"
"Wall of Bone","Creature - Skeleton Wall","B","{2}{B}","false","BLK Zombies"
"Zombie Master","Creature - Zombie","B","{1}{B}{B}","false","BLK Zombies"
"Murk Dwellers","Creature - Zombie","B","{3}{B}","false","BLK Zombies"
"Scavenging Ghoul","Creature - Zombie","B","{3}{B}","false","BLK Zombies"
"Fallen Angel","Creature - Angel","B","{3}{B}{B}","false","BLK Knights"
"Dark Ritual","Instant","B","{B}","false","BLK Zombies"
"Howl from Beyond","Instant","B","{X}{B}","false","BLK Knights"
"Terror","Instant","B","{1}{B}","false","BLK Knights"
"Drain Life","Sorcery","B","{X}{1}{B}","false","BLK Knights"
"Evil Presence","Enchantment - Aura","B","{B}","false","BLK Zombies"
"Unholy Strength","Enchantment - Aura","B","{B}","false","BLK Knights"
"Animate Dead","Enchantment - Aura","B","{1}{B}","false","BLK Knights"
"Animate Dead","Enchantment - Aura","B","{1}{B}","false","BLK Zombies"
"Bad Moon","Enchantment","B","{1}{B}","false","BLK Zombies"
"Fear","Enchantment - Aura","B","{B}{B}","false","BLK Knights"
"Necropotence","Enchantment","B","{B}{B}{B}","false","BLK Zombies"
"Ali Baba","Creature - Human Rogue","R","{R}","false","RED Burn"
"Goblin Balloon Brigade","Creature - Goblin Warrior","R","{R}","false","RED Goblins"
"Goblin Chirurgeon","Creature - Goblin Shaman","R","{R}","false","RED Goblins"
"Goblin Digging Team","Creature - Goblin","R","{R}","false","RED Goblins"
"Goblins of the Flarg","Creature - Goblin Warrior","R","{R}","false","RED Goblins"
"Ball Lightning","Creature - Elemental","R","{R}{R}{R}","false","RED Burn"
"Goblin King","Creature - Goblin","R","{1}{R}{R}","false","RED Goblins"
"Goblin King","Creature - Goblin","R","{1}{R}{R}","false","RED Goblins"
"Granite Gargoyle","Creature - Gargoyle","R","{2}{R}","false","RED Burn"
"Mijae Djinn","Creature - Djinn","R","{R}{R}{R}","false","RED Burn"
"Wall of Fire","Creature - Wall","R","{1}{R}{R}","false","RED Burn"
"Goblin Snowman","Creature - Goblin","R","{3}{R}","false","RED Goblins"
"Fire Elemental","Creature - Elemental","R","{3}{R}{R}","false","RED Burn"
"Shivan Dragon","Creature - Dragon","R","{4}{R}{R}","false","RED Burn"
"Lightning Bolt","Instant","R","{R}","false","RED Burn"
"Blood Lust","Instant","R","{1}{R}","false","RED Burn"
"Chain Lightning","Sorcery","R","{R}","false","RED Goblins"
"Disintegrate","Sorcery","R","{X}{R}","false","RED Burn"
"Fireball","Sorcery","R","{X}{R}","false","RED Goblins"
"Fireball","Sorcery","R","{X}{R}","false","RED Burn"
"Goblin Grenade","Sorcery","R","{R}","false","RED Goblins"
"Power Surge","Enchantment","R","{R}{R}","false","RED Burn"
"Goblin Caves","Enchantment - Aura","R","{1}{R}{R}","false","RED Goblins"
"Goblin Warrens","Enchantment","R","{2}{R}","false","RED Goblins"
"Birds of Paradise","Creature - Bird","G","{G}","false","GRN Elves"
"Llanowar Elves","Creature - Elf Druid","G","","false","GRN Elves"
"Scryb Sprites","Creature - Faerie","G","{G}","false","GRN Elves"
"Shanodin Dryads","Creature - Nymph Dryad","G","{G}","false","GRN Nature"
"Elvish Archers","Creature - Elf Archer","G","{1}{G}","false","GRN Elves"
"Grizzly Bears","Creature - Bear","G","{1}{G}","false","GRN Nature"
"Killer Bees","Creature - Insect","G","{1}{G}{G}","false","GRN Nature"
"Land Leeches","Creature - Leech","G","{1}{G}{G}","false","GRN Nature"
"Giant Spider","Creature - Spider","G","{3}{G}","false","GRN Nature"
"Elven Riders","Creature - Elf","G","{3}{G}{G}","false","GRN Elves"
"Craw Wurm","Creature - Wurm","G","{4}{G}{G}","false","GRN Elves"
"Force of Nature","Creature - Elemental","G","{2}{G}{G}{G}{G}","false","GRN Nature"
"Giant Growth","Instant","G","{G}","false","GRN Nature"
"Giant Growth","Instant","G","{G}","false","GRN Elves"
"Hurricane","Sorcery","G","{X}{G}","false","GRN Nature"
"Stream of Life","Sorcery","G","{X}{G}","false","GRN Elves"
"Winter Blast","Sorcery","G","{X}{G}","false","GRN Elves"
"Channel","Sorcery","G","{G}{G}","false","GRN Elves"
"Nature's Lore","Sorcery","G","{1}{G}","false","GRN Nature"
"Regrowth","Sorcery","G","{1}{G}","false","GRN Nature"
"Desert Twister","Sorcery","G","{4}{G}{G}","false","GRN Nature"
"Fastbond","Enchantment","G","{G}","false","GRN Elves"
"Gaea's Touch","Enchantment","G","{G}{G}","false","GRN Nature"
"Regeneration","Enchantment - Aura","G","{1}{G}","false","GRN Elves"
"Ornithopter","Artifact Creature - Thopter","","{0}","false","CL Big Creatures"
"Dragon Engine","Artifact Creature - Construct","","{3}","false","CL Mill"
"Wall of Spears","Artifact Creature - Wall","","{3}","false","CL Mill"
"Juggernaut","Artifact Creature - Juggernaut","","{4}","false","CL Big Creatures"
"Walking Wall","Artifact Creature - Wall","","{4}","false","CL Mill"
"Triskelion","Artifact Creature - Construct","","{6}","false","CL Big Creatures"
"Colossus of Sardia","Artifact Creature - Golem","","{9}","false","CL Big Creatures"
"Dark Sphere","Artifact","","{0}","false","CL Mill"
"Tormod's Crypt","Artifact","","{0}","false","CL Mill"
"Feldon's Cane","Artifact","","{1}","false","CL Big Creatures"
"Glasses of Urza","Artifact","","{1}","false","CL Big Creatures"
"Ivory Tower","Artifact","","{1}","false","CL Mill"
"Sol Ring","Artifact","","{1}","false","CL Big Creatures"
"Ankh of Mishra","Artifact","","{2}","false","CL Big Creatures"
"Howling Mine","Artifact","","{2}","false","CL Mill"
"Jandor's Saddlebags","Artifact","","{2}","false","CL Big Creatures"
"Millstone","Artifact","","{2}","false","CL Mill"
"Basalt Monolith","Artifact","","{3}","false","CL Mill"
"Basalt Monolith","Artifact","","{3}","false","CL Big Creatures"
"Cursed Rack","Artifact","","{4}","false","CL Mill"
"Icy Manipulator","Artifact","","{4}","false","CL Big Creatures"
"Jester's Cap","Artifact","","{4}","false","CL Mill"
"Nevinyrral's Disk","Artifact","","{4}","false","CL Mill"
"Rod of Ruin","Artifact","","{4}","false","CL Big Creatures"
"City of Brass","Land","","","false","BLK Zombies"
"City of Brass","Land","","","false","BLK Knights"
"City of Brass","Land","","","false","BLU Counter"
"City of Brass","Land","","","false","BLU Merfolk"
"City of Brass","Land","","","false","CL Mill"
"City of Brass","Land","","","false","CL Big Creatures"
"City of Brass","Land","","","false","GRN Elves"
"City of Brass","Land","","","false","GRN Nature"
"City of Brass","Land","","","false","RED Goblins"
"City of Brass","Land","","","false","RED Burn"
"City of Brass","Land","","","false","WHT Knight"
"City of Brass","Land","","","false","WHT Destruction"
"Forest","Basic Land - Forest","G","","false","GRN Nature"
"Forest","Basic Land - Forest","G","","false","GRN Nature"
"Forest","Basic Land - Forest","G","","false","GRN Nature"
"Forest","Basic Land - Forest","G","","false","GRN Nature"
"Forest","Basic Land - Forest","G","","false","GRN Nature"
"Forest","Basic Land - Forest","G","","false","GRN Nature"
"Forest","Basic Land - Forest","G","","false","GRN Elves"
"Forest","Basic Land - Forest","G","","false","GRN Elves"
"Forest","Basic Land - Forest","G","","false","GRN Elves"
"Forest","Basic Land - Forest","G","","false","GRN Elves"
"Forest","Basic Land - Forest","G","","false","GRN Elves"
"Forest","Basic Land - Forest","G","","false","GRN Elves"
"Island","Basic Land - Island","U","","false","BLU Merfolk"
"Island","Basic Land - Island","U","","false","BLU Merfolk"
"Island","Basic Land - Island","U","","false","BLU Merfolk"
"Island","Basic Land - Island","U","","false","BLU Merfolk"
"Island","Basic Land - Island","U","","false","BLU Merfolk"
"Island","Basic Land - Island","U","","false","BLU Merfolk"
"Island","Basic Land - Island","U","","false","BLU Counter"
"Island","Basic Land - Island","U","","false","BLU Counter"
"Island","Basic Land - Island","U","","false","BLU Counter"
"Island","Basic Land - Island","U","","false","BLU Counter"
"Island","Basic Land - Island","U","","false","BLU Counter"
"Island","Basic Land - Island","U","","false","BLU Counter"
"Mishra's Factory","Land","","","false","CL Big Creatures"
"Mountain","Basic Land - Mountain","R","","false","RED Goblins"
"Mountain","Basic Land - Mountain","R","","false","RED Goblins"
"Mountain","Basic Land - Mountain","R","","false","RED Goblins"
"Mountain","Basic Land - Mountain","R","","false","RED Goblins"
"Mountain","Basic Land - Mountain","R","","false","RED Goblins"
"Mountain","Basic Land - Mountain","R","","false","RED Goblins"
"Mountain","Basic Land - Mountain","R","","false","RED Burn"
"Mountain","Basic Land - Mountain","R","","false","RED Burn"
"Mountain","Basic Land - Mountain","R","","false","RED Burn"
"Mountain","Basic Land - Mountain","R","","false","RED Burn"
"Mountain","Basic Land - Mountain","R","","false","RED Burn"
"Mountain","Basic Land - Mountain","R","","false","RED Burn"
"Plains","Basic Land - Plains","W","","false","WHT Knight"
"Plains","Basic Land - Plains","W","","false","WHT Knight"
"Plains","Basic Land - Plains","W","","false","WHT Knight"
"Plains","Basic Land - Plains","W","","false","WHT Knight"
"Plains","Basic Land - Plains","W","","false","WHT Knight"
"Plains","Basic Land - Plains","W","","false","WHT Knight"
"Plains","Basic Land - Plains","W","","false","WHT Destruction"
"Plains","Basic Land - Plains","W","","false","WHT Destruction"
"Plains","Basic Land - Plains","W","","false","WHT Destruction"
"Plains","Basic Land - Plains","W","","false","WHT Destruction"
"Plains","Basic Land - Plains","W","","false","WHT Destruction"
"Plains","Basic Land - Plains","W","","false","WHT Destruction"
"Snow-Covered Forest","Basic Snow Land - Forest","","","false","GRN Elves"
"Snow-Covered Forest","Basic Snow Land - Forest","","","false","GRN Nature"
"Snow-Covered Island","Basic Snow Land - Island","","","false","BLU Counter"
"Snow-Covered Island","Basic Snow Land - Island","","","false","BLU Merfolk"
"Snow-Covered Mountain","Basic Snow Land - Mountain","","","false","RED Goblins"
"Snow-Covered Mountain","Basic Snow Land - Mountain","","","false","RED Burn"
"Snow-Covered Plains","Basic Snow Land - Plains","","","false","WHT Knight"
"Snow-Covered Plains","Basic Snow Land - Plains","","","false","WHT Destruction"
"Snow-Covered Swamp","Basic Snow Land - Swamp","","","false","BLK Zombies"
"Snow-Covered Swamp","Basic Snow Land - Swamp","","","false","BLK Knights"
"Strip Mine","Land","","","false","CL Mill"
"Swamp","Basic Land - Swamp","B","","false","BLK Knights"
"Swamp","Basic Land - Swamp","B","","false","BLK Knights"
"Swamp","Basic Land - Swamp","B","","false","BLK Knights"
"Swamp","Basic Land - Swamp","B","","false","BLK Knights"
"Swamp","Basic Land - Swamp","B","","false","BLK Knights"
"Swamp","Basic Land - Swamp","B","","false","BLK Knights"
"Swamp","Basic Land - Swamp","B","","false","BLK Zombies"
"Swamp","Basic Land - Swamp","B","","false","BLK Zombies"
"Swamp","Basic Land - Swamp","B","","false","BLK Zombies"
"Swamp","Basic Land - Swamp","B","","false","BLK Zombies"
"Swamp","Basic Land - Swamp","B","","false","BLK Zombies"
"Swamp","Basic Land - Swamp","B","","false","BLK Zombies"
"Urza's Mine","Land - Urza's Mine","","","false","CL Mill"
"Urza's Mine","Land - Urza's Mine","","","false","CL Mill"
"Urza's Mine","Land - Urza's Mine","","","false","CL Big Creatures"
"Urza's Mine","Land - Urza's Mine","","","false","CL Big Creatures"
"Urza's Power Plant","Land - Urza's Power-Plant","","","false","CL Mill"
"Urza's Power Plant","Land - Urza's Power-Plant","","","false","CL Mill"
"Urza's Power Plant","Land - Urza's Power-Plant","","","false","CL Big Creatures"
"Urza's Power Plant","Land - Urza's Power-Plant","","","false","CL Big Creatures"
"Urza's Tower","Land - Urza's Tower","","","false","CL Mill"
"Urza's Tower","Land - Urza's Tower","","","false","CL Mill"
"Urza's Tower","Land - Urza's Tower","","","false","CL Big Creatures"
"Urza's Tower","Land - Urza's Tower","","","false","CL Big Creatures"
