"name","Type","Color","manacost","maybeboard","tags"
"Impostor of the Sixth Pride","Creature - Shapeshifter","W","{1}{W}","false","W - Angels"
"Leonin Shikari","Creature - Cat Soldier","W","{1}{W}","false","W - Equipment"
"Luminarch Aspirant","Creature - Human Cleric","W","{1}{W}","false","W - Counters"
"Ninth Bridge Patrol","Creature - Dwarf Soldier","W","{1}{W}","false","W - Afterlife"
"Professor of Symbology","Creature - Kor Cleric","W","{1}{W}","false","WU - Studies"
"Rescuer Chwinga","Creature - Spirit Elemental","W","{1}{W}","false","W - Blink"
"Resolute Reinforcements","Creature - Human Soldier","W","{1}{W}","false","W - Army"
"Scholar of New Horizons","Creature - Human Scout","W","{1}{W}","false","W - Counters"
"Seeker of the Way","Creature - Human Warrior","W","{1}{W}","false","WU - Studies"
"Sensei Golden-Tail","Legendary Creature - Fox Samurai","W","{1}{W}","false","RW - Legendary"
"Senu, Keen-Eyed Protector","Legendary Creature - Bird Scout","W","{1}{W}","false","RW - Legendary"
"Shepherd of the Flock","Creature - Human Peasant","W","{1}{W}","false","GW - Adventure"
"Sigiled Paladin","Creature - Human Knight","W","{W}{W}","false","W - Exalted"
"Silverflame Squire","Creature - Human Soldier","W","{1}{W}","false","GW - Adventure"
"Skyclave Cleric","Creature - Kor Cleric","W","{1}{W}","false","W - Lifegain"
"Spirited Companion","Enchantment Creature - Dog","W","{1}{W}","false","W - Afterlife"
"Sram, Senior Edificer","Legendary Creature - Dwarf Advisor","W","{1}{W}","false","W - Equipment"
"Stoneforge Mystic","Creature - Kor Artificer","W","{1}{W}","false","W - Equipment"
"Sunhome Stalwart","Creature - Human Soldier","W","{1}{W}","false","W - Keywords"
"Thunderous Orator","Creature - Kor Wizard","W","{1}{W}","false","W - Keywords"
"Twinblade Geist","Creature - Spirit Warrior","W","{1}{W}","false","W - Exalted"
"Valiant Rescuer","Creature - Human Soldier","W","{1}{W}","false","W - Cycling"
"Wall of Omens","Creature - Wall","W","{1}{W}","false","W - Blink"
"Warren Elder","Creature - Rabbit Cleric","W","{1}{W}","false","W - Army"
"Youthful Valkyrie","Creature - Angel","W","{1}{W}","false","W - Angels"
"Abzan Falconer","Creature - Human Soldier","W","{2}{W}","false","W - Counters"
"Aerial Responder","Creature - Dwarf Soldier","W","{1}{W}{W}","false","W - Keywords"
"Angel of Vitality","Creature - Angel","W","{2}{W}","false","W - Angels"
"Angelic Sleuth","Creature - Angel Advisor","W","{2}{W}","false","W - Counters"
"Anointed Peacekeeper","Creature - Human Cleric","W","{2}{W}","false","W - Keywords"
"Ardenvale Tactician","Creature - Human Knight","W","{1}{W}{W}","false","GW - Adventure"
"Battalion Foot Soldier","Creature - Human Soldier","W","{2}{W}","false","WB - Namesake"
"Battalion Foot Soldier","Creature - Human Soldier","W","{2}{W}","false","WB - Namesake"
"Battalion Foot Soldier","Creature - Human Soldier","W","{2}{W}","false","WB - Namesake"
"Battalion Foot Soldier","Creature - Human Soldier","W","{2}{W}","false","WB - Namesake"
"Blade Splicer","Creature - Phyrexian Human Artificer","W","{2}{W}","false","W - Blink"
"Brightmare","Creature - Unicorn","W","{2}{W}","false","W - Lifegain"
"Celestial Unicorn","Creature - Unicorn","W","{2}{W}","false","W - Lifegain"
"Danitha Capashen, Paragon","Legendary Creature - Human Knight","W","{2}{W}","false","W - Equipment"
"Elite Spellbinder","Creature - Human Cleric","W","{2}{W}","false","W - Blink"
"Extraction Specialist","Creature - Human Rogue","W","{2}{W}","false","W - Afterlife"
"Guardians of Akrasa","Creature - Human Soldier","W","{2}{W}","false","W - Exalted"
"Inspiring Overseer","Creature - Angel Cleric","W","{2}{W}","false","W - Lifegain"
"Knight of Doves","Creature - Human Knight","W","{2}{W}","false","W - Enchantments"
"Mage's Attendant","Creature - Cat Rogue","W","{2}{W}","false","WU - Studies"
"Ministrant of Obligation","Creature - Human Cleric","W","{2}{W}","false","W - Afterlife"
"Righteous Valkyrie","Creature - Angel Cleric","W","{2}{W}","false","W - Angels"
"Sanguine Evangelist","Creature - Vampire Cleric","W","{2}{W}","false","W - Army"
"Siege Striker","Creature - Human Soldier","W","{2}{W}","false","W - Exalted"
"Splendor Mare","Creature - Elk Unicorn","W","{2}{W}","false","W - Cycling"
"Starnheim Aspirant","Creature - Human Cleric","W","{2}{W}","false","W - Angels"
"Welcoming Vampire","Creature - Vampire","W","{2}{W}","false","W - Keywords"
"Ajani's Chosen","Creature - Cat Soldier","W","{2}{W}{W}","false","W - Enchantments"
"Basri's Lieutenant","Creature - Human Knight","W","{3}{W}","false","W - Counters"
"Bennie Bracks, Zoologist","Legendary Creature - Elf Druid","W","{3}{W}","false","W - Army"
"Blessed Hippogriff","Creature - Hippogriff","W","{3}{W}","false","GW - Adventure"
"Custodi Soulbinders","Creature - Human Cleric","W","{3}{W}","false","W - Blink"
"Halvar, God of Battle","Legendary Creature - God","W","{2}{W}{W}","false","W - Equipment"
"Irregular Cohort","Creature - Shapeshifter","W","{2}{W}{W}","false","W - Angels"
"Kwende, Pride of Femeref","Legendary Creature - Human Knight","W","{3}{W}","false","W - Keywords"
"Odric, Lunarch Marshal","Legendary Creature - Human Soldier","W","{3}{W}","false","W - Keywords"
"Restoration Angel","Creature - Angel","W","{3}{W}","false","W - Blink"
"Rhox Veteran","Creature - Rhino Soldier","W","{3}{W}","false","W - Army"
"Serra Paragon","Creature - Angel","W","{2}{W}{W}","false","W - Afterlife"
"Student of Ojutai","Creature - Human Monk","W","{3}{W}","false","WU - Studies"
"Sublime Archangel","Creature - Angel","W","{2}{W}{W}","false","W - Exalted"
"Twinblade Paladin","Creature - Human Knight","W","{3}{W}","false","W - Lifegain"
"Battlegrace Angel","Creature - Angel","W","{3}{W}{W}","false","W - Exalted"
"Geist-Honored Monk","Creature - Human Monk","W","{3}{W}{W}","false","W - Army"
"Herald of War","Creature - Angel","W","{3}{W}{W}","false","W - Angels"
"Oketra's Attendant","Creature - Bird Soldier","W","{3}{W}{W}","false","W - Cycling"
"Eagles of the North","Creature - Bird Soldier","W","{5}{W}","false","W - Cycling"
"Imposing Vantasaur","Creature - Dinosaur","W","{5}{W}","false","W - Cycling"
"Combat Thresher","Artifact Creature - Construct","W","{7}","false","W - Factory"
"Eternal Dragon","Creature - Dragon Spirit","W","{5}{W}{W}","false","W - Cycling"
"Sky-Blessed Samurai","Enchantment Creature - Human Samurai","W","{6}{W}","false","W - Enchantments"
"Ephemerate","Instant","W","{W}","false","W - Blink"
"Fateful Absence","Instant","W","{1}{W}","false","W - Blink"
"Fierce Retribution","Instant","W","{1}{W}","false","W - Exalted"
"Study Break","Instant","W","{1}{W}","false","WU - Studies"
"Forsake the Worldly","Instant","W","{2}{W}","false","W - Cycling"
"Generous Gift","Instant","W","{2}{W}","false","W - Equipment"
"Radiant's Judgment","Instant","W","{2}{W}","false","W - Cycling"
"Skywhaler's Shot","Instant","W","{2}{W}","false","W - Keywords"
"Unbreakable Formation","Instant","W","{2}{W}","false","W - Counters"
"Defend the Campus","Instant","W","{3}{W}","false","W - Army"
"Lens Flare","Instant","W","{4}{W}","false","W - Factory"
"Prismatic Ending","Sorcery","W","{X}{W}","false","WUBRG - Domain"
"Swallow Whole","Sorcery","W","{W}","false","W - Counters"
"Angelic Purge","Sorcery","W","{2}{W}","false","W - Afterlife"
"Hop to It","Sorcery","W","{2}{W}","false","W - Army"
"Buy Your Silence","Sorcery","W","{4}{W}","false","W - Keywords"
"Settle Beyond Reality","Sorcery","W","{4}{W}","false","W - Blink"
"Wanderer's Strike","Sorcery","W","{4}{W}","false","W - Counters"
"Ancestral Blade","Artifact - Equipment","W","{1}{W}","false","W - Equipment"
"Barbed Spike","Artifact - Equipment","W","{1}{W}","false","W - Factory"
"Citizen's Crowbar","Artifact - Equipment","W","{1}{W}","false","W - Equipment"
"Dancing Sword","Artifact - Equipment","W","{1}{W}","false","W - Equipment"
"Horn of Valhalla","Artifact - Equipment","W","{1}{W}","false","GW - Adventure"
"Cleric Class","Enchantment - Class","W","{W}","false","W - Lifegain"
"Case of the Gateway Express","Enchantment - Case","W","{1}{W}","false","W - Army"
"Era of Enlightenment","Enchantment - Saga","W","{1}{W}","false","W - Enchantments"
"Feather of Flight","Enchantment - Aura","W","{1}{W}","false","W - Enchantments"
"Hold for Ransom","Enchantment - Aura","W","{1}{W}","false","W - Angels"
"Journey to Nowhere","Enchantment","W","{1}{W}","false","W - Enchantments"
"Michiko's Reign of Truth","Enchantment - Saga","W","{1}{W}","false","W - Enchantments"
"The Birth of Meletis","Enchantment - Saga","W","{1}{W}","false","W - Enchantments"
"Astral Drift","Enchantment","W","{2}{W}","false","W - Cycling"
"Prison Realm","Enchantment","W","{2}{W}","false","W - Equipment"
"Recumbent Bliss","Enchantment - Aura","W","{2}{W}","false","W - Lifegain"
"Sanctuary Lockdown","Enchantment","W","{2}{W}","false","WB - Namesake"
"Sigarda's Imprisonment","Enchantment - Aura","W","{2}{W}","false","W - Exalted"
"The Restoration of Eiganjo","Enchantment - Saga","W","{2}{W}","false","W - Enchantments"
"Touch the Spirit Realm","Enchantment","W","{2}{W}","false","W - Enchantments"
"Angelic Benediction","Enchantment","W","{3}{W}","false","W - Exalted"
"Befriending the Moths","Enchantment - Saga","W","{3}{W}","false","W - Enchantments"
"Cast Out","Enchantment","W","{3}{W}","false","W - Cycling"
"Concerted Effort","Enchantment","W","{2}{W}{W}","false","W - Keywords"
"Conclave Tribunal","Enchantment","W","{3}{W}","false","W - Angels"
"Prayer of Binding","Enchantment","W","{3}{W}","false","W - Lifegain"
"Static Net","Enchantment","W","{3}{W}","false","W - Factory"
"Teleportation Circle","Enchantment","W","{3}{W}","false","W - Blink"
"Banish to Another Universe","Enchantment","W","{4}{W}","false","RW - Legendary"
"Benthic Biomancer","Creature - Merfolk Wizard Mutant","U","{U}","false","U - Proliferate"
"Cobbled Lancer","Creature - Zombie Horse","U","{U}","false","U - Disturbed"
"Combat Courier","Artifact Creature - Construct","U","{1}","false","U - Affinity"
"Faerie Seer","Creature - Faerie Wizard","U","{U}","false","U - Ninjas"
"Floodhound","Creature - Elemental Dog","U","{U}","false","U - Foretold"
"Pteramander","Creature - Salamander Drake","U","{U}","false","U - Spells"
"Spectral Sailor","Creature - Spirit Pirate","U","{U}","false","U - Ninjas"
"Spyglass Siren","Creature - Siren Pirate","U","{U}","false","U - Ninjas"
"Thoughtbound Phantasm","Creature - Spirit","U","{U}","false","UB - Surveil"
"Academy Loremaster","Creature - Human Wizard","U","{U}{U}","false","U - Flash"
"Armguard Familiar","Artifact Creature - Equipment Beast","U","{1}{U}","false","U - Affinity"
"Augury Owl","Creature - Bird","U","{1}{U}","false","U - Ninjas"
"Baithook Angler","Creature - Human Peasant","U","{1}{U}","false","U - Emerge"
"Brineborn Cutthroat","Creature - Merfolk Pirate","U","{1}{U}","false","U - Flash"
"Coral Trickster","Creature - Merfolk Rogue","U","{1}{U}","false","U - Morph"
"Covetous Castaway","Creature - Human","U","{1}{U}","false","U - Disturbed"
"Curious Homunculus","Creature - Homunculus","U","{1}{U}","false","WU - Studies"
"Deranged Assistant","Creature - Human Wizard","U","{1}{U}","false","U - Disturbed"
"Dragonborn Looter","Creature - Dragon Rogue","U","{1}{U}","false","U - Draw"
"Elusive Spellfist","Creature - Human Monk","U","{1}{U}","false","U - Spells"
"Emrakul's Messenger","Creature - Eldrazi Faerie Rogue","","{1}{U}","false","U - Draw"
"Faerie Vandal","Creature - Faerie Rogue","U","{1}{U}","false","U - Draw"
"Fathom Seer","Creature - Illusion","U","{1}{U}","false","U - Morph"
"Halimar Wavewatch","Creature - Merfolk Soldier","U","{1}{U}","false","U - Handsize"
"Jacob Hauken, Inspector","Legendary Creature - Human Advisor","U","{1}{U}","false","U - Depths"
"Kadena's Silencer","Creature - Naga Wizard","U","{1}{U}","false","U - Morph"
"Karfell Harbinger","Creature - Zombie Wizard","U","{1}{U}","false","U - Foretold"
"Lighthouse Chronologist","Creature - Human Wizard","U","{1}{U}","false","U - Handsize"
"Malcator's Watcher","Artifact Creature - Phyrexian Drone","U","{1}{U}","false","U - Emerge"
"Nightveil Sprite","Creature - Faerie Rogue","U","{1}{U}","false","UB - Surveil"
"Oracle of Tragedy","Creature - Human Wizard","U","{1}{U}","false","U - Disturbed"
"Sage Owl","Creature - Bird","U","{1}{U}","false","GU - Topdecked"
"Sigiled Starfish","Creature - Starfish","U","{1}{U}","false","U - Depths"
"Skyship Plunderer","Creature - Human Pirate","U","{1}{U}","false","U - Proliferate"
"Snapcaster Mage","Creature - Human Wizard","U","{1}{U}","false","U - Spells"
"Spectral Adversary","Creature - Spirit","U","{1}{U}","false","U - Flash"
"Stratus Dancer","Creature - Djinn Monk","U","{1}{U}","false","U - Morph"
"Surge Engine","Artifact Creature - Construct","U","{2}","false","U - Affinity"
"Taigam, Master Opportunist","Legendary Creature - Human Monk","U","{1}{U}","false","UR - Suspend"
"Tetsuko Umezawa, Fugitive","Legendary Creature - Human Rogue","U","{1}{U}","false","U - Ninjas"
"Thopter Mechanic","Creature - Human Artificer","U","{1}{U}","false","U - Emerge"
"Threnody Singer","Creature - Siren","U","{1}{U}","false","U - Flash"
"Vantress Gargoyle","Artifact Creature - Gargoyle","U","{1}{U}","false","U - Handsize"
"Watcher for Tomorrow","Creature - Human Wizard","U","{1}{U}","false","U - Depths"
"Willbender","Creature - Human Wizard","U","{1}{U}","false","U - Morph"
"Aether Channeler","Creature - Human Wizard","U","{2}{U}","false","U - Draw"
"Alirios, Enraptured","Legendary Creature - Human","U","{2}{U}","false","U - Handsize"
"Biolume Egg","Creature - Serpent Egg","U","{2}{U}","false","U - Emerge"
"Brazen Borrower","Creature - Faerie Rogue","U","{1}{U}{U}","false","U - Ninjas"
"Dream Strix","Creature - Bird Illusion","U","{2}{U}","false","WU - Studies"
"Echo Tracer","Creature - Human Wizard","U","{2}{U}","false","U - Morph"
"Flux Channeler","Creature - Human Wizard","U","{2}{U}","false","U - Proliferate"
"Grazilaxx, Illithid Scholar","Legendary Creature - Horror","U","{1}{U}{U}","false","U - Ninjas"
"Guildpact Informant","Creature - Faerie Rogue","U","{2}{U}","false","U - Proliferate"
"Minn, Wily Illusionist","Legendary Creature - Gnome Wizard","U","{1}{U}{U}","false","U - Draw"
"Overwhelmed Archivist","Creature - Human Wizard","U","{2}{U}","false","U - Disturbed"
"Sai, Master Thopterist","Legendary Creature - Human Artificer","U","{2}{U}","false","U - Affinity"
"Sailor of Means","Creature - Human Pirate","U","{2}{U}","false","U - Depths"
"Sea Gate Oracle","Creature - Human Wizard","U","{2}{U}","false","U - Foretold"
"Shaper Parasite","Creature - Illusion","U","{1}{U}{U}","false","U - Morph"
"Silumgar Sorcerer","Creature - Human Wizard","U","{1}{U}{U}","false","U - Emerge"
"Spellkeeper Weird","Creature - Weird","U","{2}{U}","false","WU - Studies"
"Vendilion Clique","Legendary Creature - Faerie Wizard","U","{1}{U}{U}","false","U - Draw"
"Vesuvan Drifter","Creature - Shapeshifter","U","{2}{U}","false","GU - Topdecked"
"Voda Sea Scavenger","Creature - Merfolk Rogue","U","{2}{U}","false","WUBRG - Domain"
"Wavebreak Hippocamp","Enchantment Creature - Horse Fish","U","{2}{U}","false","U - Flash"
"Augury Raven","Creature - Bird","U","{3}{U}","false","U - Foretold"
"Cosmos Charger","Creature - Horse Spirit","U","{3}{U}","false","U - Foretold"
"Cruel Witness","Creature - Bird Horror","U","{2}{U}{U}","false","WU - Studies"
"Ethereal Investigator","Creature - Spirit","U","{3}{U}","false","U - Draw"
"Filigree Attendant","Artifact Creature - Homunculus","U","{2}{U}{U}","false","U - Affinity"
"High Fae Trickster","Creature - Faerie Wizard","U","{3}{U}","false","U - Flash"
"Kheru Spellsnatcher","Creature - Naga Wizard","U","{3}{U}","false","U - Morph"
"Mistfire Weaver","Creature - Djinn Wizard","U","{3}{U}","false","U - Morph"
"Misthollow Griffin","Creature - Griffin","U","{2}{U}{U}","false","U - Disturbed"
"Moonblade Shinobi","Creature - Human Ninja","U","{3}{U}","false","U - Ninjas"
"Moonsnare Specialist","Creature - Human Ninja","U","{3}{U}","false","U - Ninjas"
"Naga Oracle","Creature - Naga Cleric","U","{3}{U}","false","UB - Surveil"
"Ninja of the Deep Hours","Creature - Human Ninja","U","{3}{U}","false","U - Ninjas"
"Skyway Robber","Creature - Bird Rogue","U","{3}{U}","false","U - Disturbed"
"Tidal Barracuda","Creature - Fish","U","{3}{U}","false","U - Flash"
"Whirler Rogue","Creature - Human Rogue Artificer","U","{2}{U}{U}","false","U - Affinity"
"Whispering Wizard","Creature - Human Wizard","U","{3}{U}","false","U - Spells"
"Body Double","Creature - Shapeshifter","U","{4}{U}","false","U - Depths"
"Petrifying Meddler","Creature - Eldrazi","","{4}{U}","false","U - Proliferate"
"Psychic Pickpocket","Creature - Cephalid Rogue","U","{4}{U}","false","U - Proliferate"
"Riftwing Cloudskate","Creature - Illusion","U","{3}{U}{U}","false","UR - Suspend"
"Stormwing Entity","Creature - Elemental","U","{3}{U}{U}","false","U - Spells"
"Syr Elenora, the Discerning","Legendary Creature - Human Knight","U","{3}{U}{U}","false","U - Handsize"
"Vesuvan Shapeshifter","Creature - Shapeshifter","U","{3}{U}{U}","false","U - Morph"
"Watcher in the Mist","Creature - Spirit","U","{3}{U}{U}","false","UB - Surveil"
"Dream Eater","Creature - Nightmare Sphinx","U","{4}{U}{U}","false","GU - Topdecked"
"Drownyard Lurker","Creature - Eldrazi Trilobite","","{7}","false","U - Depths"
"Errant Ephemeron","Creature - Illusion","U","{6}{U}","false","UR - Suspend"
"Mirrorshell Crab","Artifact Creature - Crab","U","{5}{U}{U}","false","U - Depths"
"Nulldrifter","Creature - Eldrazi Elemental","","{7}","false","U - Depths"
"Sage of the Beyond","Creature - Spirit Giant","U","{5}{U}{U}","false","U - Foretold"
"Thought Monitor","Artifact Creature - Construct","U","{6}{U}","false","U - Affinity"
"Waker of Waves","Creature - Whale","U","{5}{U}{U}","false","U - Depths"
"Drownyard Behemoth","Creature - Eldrazi Crab","U","{9}","false","U - Emerge"
"Consider","Instant","U","{U}","false","UB - Surveil"
"Arcane Subtraction","Instant","U","{1}{U}","false","WU - Studies"
"Beyeen Veil","Instant","U","{1}{U}","false","U - Spells"
"Brackish Blunder","Instant","U","{1}{U}","false","GU - Topdecked"
"Disruption Protocol","Instant","U","{U}{U}","false","U - Affinity"
"Experimental Augury","Instant","U","{1}{U}","false","U - Proliferate"
"Mystic Reflection","Instant","U","{1}{U}","false","U - Foretold"
"Reality Shift","Instant","U","{1}{U}","false","U - Morph"
"Remand","Instant","U","{1}{U}","false","U - Handsize"
"Think Twice","Instant","U","{1}{U}","false","U - Spells"
"Arrester's Admonition","Instant","U","{2}{U}","false","U - Spells"
"Brainsurge","Instant","U","{2}{U}","false","GU - Topdecked"
"Confounding Riddle","Instant","U","{2}{U}","false","U - Flash"
"Countervailing Winds","Instant","U","{2}{U}","false","U - Draw"
"Divide by Zero","Instant","U","{2}{U}","false","WU - Studies"
"Pop Quiz","Instant","U","{2}{U}","false","WU - Studies"
"Saw It Coming","Instant","U","{1}{U}{U}","false","U - Foretold"
"Syphon Essence","Instant","U","{2}{U}","false","U - Disturbed"
"Thirst for Discovery","Instant","U","{2}{U}","false","U - Handsize"
"Behold the Multiverse","Instant","U","{3}{U}","false","U - Foretold"
"Dire Downdraft","Instant","U","{3}{U}","false","U - Emerge"
"Frostveil Ambush","Instant","U","{3}{U}{U}","false","U - Draw"
"Vanishment","Instant","U","{4}{U}","false","GU - Topdecked"
"Commence the Endgame","Instant","U","{4}{U}{U}","false","U - Handsize"
"Hard Evidence","Sorcery","U","{U}","false","U - Spells"
"Multiple Choice","Sorcery","U","{X}{U}","false","U - Spells"
"Ravenform","Sorcery","U","{2}{U}","false","U - Foretold"
"Rooftop Nuisance","Sorcery","U","{2}{U}","false","U - Spells"
"Deem Inferior","Sorcery","U","{3}{U}","false","U - Draw"
"Tezzeret's Gambit","Sorcery","U","{3}{U/P}","false","U - Proliferate"
"Vivisection","Sorcery","U","{3}{U}","false","U - Emerge"
"Inspiring Refrain","Sorcery","U","{4}{U}{U}","false","UR - Suspend"
"Set Adrift","Sorcery","U","{5}{U}","false","U - Disturbed"
"Alrund's Epiphany","Sorcery","U","{5}{U}{U}","false","U - Foretold"
"Moonsnare Prototype","Artifact","U","{U}","false","U - Affinity"
"Cryptic Coat","Artifact - Equipment","U","{2}{U}","false","U - Handsize"
"Bind the Monster","Enchantment - Aura","U","{U}","false","U - Morph"
"Bubble Snare","Enchantment - Aura","U","{U}","false","U - Depths"
"Wizard Class","Enchantment - Class","U","{U}","false","U - Draw"
"Agoraphobia","Enchantment - Aura","U","{1}{U}","false","U - Handsize"
"Dress Down","Enchantment","U","{1}{U}","false","U - Flash"
"Eaten by Piranhas","Enchantment - Aura","U","{1}{U}","false","U - Depths"
"Fate Foretold","Enchantment - Aura","U","{1}{U}","false","U - Emerge"
"Frogify","Enchantment - Aura","U","{1}{U}","false","U - Handsize"
"Locked in the Cemetery","Enchantment - Aura","U","{1}{U}","false","U - Disturbed"
"Ominous Seas","Enchantment","U","{1}{U}","false","U - Proliferate"
"Riddleform","Enchantment","U","{1}{U}","false","U - Spells"
"The Modern Age","Enchantment - Saga","U","{1}{U}","false","U - Draw"
"Mesmerizing Dose","Enchantment - Aura","U","{1}{U}{U}","false","U - Proliferate"
"Sugar Coat","Enchantment - Aura","U","{2}{U}","false","U - Flash"
"Sleep with the Fishes","Enchantment - Aura","U","{2}{U}{U}","false","U - Ninjas"
"Behold the Unspeakable","Enchantment - Saga","U","{3}{U}{U}","false","U - Handsize"
"The Mirari Conjecture","Enchantment - Saga","U","{4}{U}","false","U - Spells"
"Archfiend's Vessel","Creature - Human Cleric","B","{B}","false","B - Unearthed"
"Changeling Outcast","Creature - Shapeshifter","B","{B}","false","B - Drain"
"Concealing Curtains","Creature - Wall","B","{B}","false","B - Curses"
"Cryptbreaker","Creature - Zombie","B","{B}","false","B - Zombies"
"Dockside Chef","Enchantment Creature - Human Citizen","B","{B}","false","B - Sacrifice"
"Ecstatic Awakener","Creature - Human Wizard","B","{B}","false","B - Unearthed"
"Evolved Sleeper","Creature - Human","B","{B}","false","B - Curses"
"Gravecrawler","Creature - Zombie","B","{B}","false","B - Zombies"
"Persistent Specimen","Creature - Skeleton","B","{B}","false","B - Sacrifice"
"Ruthless Sniper","Creature - Human Archer","B","{B}","false","B - Recycled"
"Sanitarium Skeleton","Creature - Skeleton","B","{B}","false","B - Tortured"
"Shambling Ghast","Creature - Zombie","B","{B}","false","B - Sacrifice"
"Stitcher's Supplier","Creature - Zombie","B","{B}","false","B - Unearthed"
"Vault Skirge","Artifact Creature - Phyrexian Imp","B","{1}{B/P}","false","B - Pain"
"Whisper Squad","Creature - Human Soldier","B","{B}","false","WB - Namesake"
"Whisper Squad","Creature - Human Soldier","B","{B}","false","WB - Namesake"
"Whisper Squad","Creature - Human Soldier","B","{B}","false","WB - Namesake"
"Whisper Squad","Creature - Human Soldier","B","{B}","false","WB - Namesake"
"Accursed Marauder","Creature - Zombie Warrior","B","{1}{B}","false",""
"Acquisitions Expert","Creature - Human Rogue","B","{1}{B}","false","B - Discard"
"Asylum Visitor","Creature - Vampire Wizard","B","{1}{B}","false","B - Discard"
"Blood Scrivener","Creature - Zombie Wizard","B","{1}{B}","false","B - Zombies"
"Boot Nipper","Creature - Beast","B","{1}{B}","false","B - Pain"
"Cabal Initiate","Creature - Human Warlock","B","{1}{B}","false","B - Reanimator"
"Clattering Augur","Creature - Skeleton Shaman","B","{1}{B}","false","B - Sacrifice"
"Corrupt Court Official","Creature - Human Advisor","B","{1}{B}","false","B - Tortured"
"Cuombajj Witches","Creature - Human Wizard","B","{B}{B}","false","B - Consumption"
"Dauthi Horror","Creature - Dauthi Horror","B","{1}{B}","false","B - Drain"
"Dogged Detective","Creature - Human Rogue","B","{1}{B}","false","UB - Surveil"
"Durable Coilbug","Creature - Insect","B","{1}{B}","false","B - Tortured"
"Fretwork Colony","Creature - Insect","B","{1}{B}","false","B - Pain"
"Golgari Thug","Creature - Human Warrior","B","{1}{B}","false","B - Unearthed"
"Guildsworn Prowler","Creature - Tiefling Rogue Assassin","B","{1}{B}","false","B - Drain"
"Leech Gauntlet","Artifact Creature - Equipment Leech","B","{1}{B}","false","B - Pain"
"Malakir Cullblade","Creature - Vampire Warrior","B","{1}{B}","false","B - Consumption"
"Mire Triton","Creature - Zombie Merfolk","B","{1}{B}","false","B - Reanimator"
"Order of Midnight","Creature - Human Knight","B","{1}{B}","false","B - Drain"
"Orzhov Enforcer","Creature - Human Rogue","B","{1}{B}","false","B - Unearthed"
"Slaughter Specialist","Creature - Vampire Warrior","B","{1}{B}","false","B - Consumption"
"Tainted Adversary","Creature - Zombie","B","{1}{B}","false","B - Zombies"
"Tenacious Underdog","Creature - Human Warrior","B","{1}{B}","false","B - Unearthed"
"Tinybones, Trinket Thief","Legendary Creature - Skeleton Rogue","B","{1}{B}","false","B - Discard"
"Tymaret, Chosen from Death","Legendary Enchantment Creature - Demigod","B","{B}{B}","false","B - Curses"
"Undead Butler","Creature - Zombie","B","{1}{B}","false","B - Reanimator"
"Undertaker","Creature - Human Spellshaper","B","{1}{B}","false","B - Tortured"
"Vengeful Strangler","Creature - Human Rogue","B","{1}{B}","false","B - Consumption"
"Vile Manifestation","Creature - Horror","B","{1}{B}","false","B - Recycled"
"Voldaren Bloodcaster","Creature - Vampire Wizard","B","{1}{B}","false","BR - Blood"
"Zulaport Cutthroat","Creature - Human Rogue Ally","B","{1}{B}","false","B - Sacrifice"
"Appendage Amalgam","Enchantment Creature - Horror","B","{2}{B}","false","UB - Surveil"
"Armix, Filigree Thrasher","Legendary Artifact Creature - Golem","B","{2}{B}","false","B - Industrial"
