"name","Type","Color","manacost","maybeboard","tags"
"Hobblefiend","Creature - Devil","R","{1}{R}","false","Devilish"
"Tibalt's Rager","Creature - Devil","R","{1}{R}","false","Devilish"
"Act of Treason","Sorcery","R","{2}{R}","false","Devilish"
"Sin Prodder","Creature - Devil","R","{2}{R}","false","Devilish"
"Zurzoth, Chaos Rider","Legendary Creature - Devil","R","{2}{R}","false","Devilish"
"Dance with Devils","Instant","R","{3}{R}","false","Devilish"
"Hellrider","Creature - Devil","R","{2}{R}{R}","false","Devilish"
"Brash Taunter","Creature - Goblin","R","{4}{R}","false","Devilish"
"Havoc Jester","Creature - Devil","R","{4}{R}","false","Devilish"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Thriving Grove","Land","G","","false","Dinosaurs"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Forest","Basic Land - Forest","G","","false","Dinosaurs"
"Commune with Dinosaurs","Sorcery","G","{G}","false","Dinosaurs"
"Primal Might","Sorcery","G","{X}{G}","false","Dinosaurs"
"Drover of the Mighty","Creature - Human Druid","G","{1}{G}","false","Dinosaurs"
"Drowsing Tyrannodon","Creature - Dinosaur","G","{1}{G}","false","Dinosaurs"
"Garruk's Uprising","Enchantment","G","{2}{G}","false","Dinosaurs"
"Cultivate","Sorcery","G","{2}{G}","false","Dinosaurs"
"Savage Stomp","Sorcery","G","{2}{G}","false","Dinosaurs"
"Selvala, Heart of the Wilds","Legendary Creature - Elf Scout","G","{1}{G}{G}","false","Dinosaurs"
"Thrashing Brontodon","Creature - Dinosaur","G","{1}{G}{G}","false","Dinosaurs"
"Ornery Dilophosaur","Creature - Dinosaur","G","{3}{G}","false","Dinosaurs"
"Rampaging Brontodon","Creature - Dinosaur","G","{5}{G}{G}","false","Dinosaurs"
"Ghalta, Primal Hunger","Legendary Creature - Elder Dinosaur","G","{10}{G}{G}","false","Dinosaurs"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Thriving Moor","Land","B","","false","Discarding"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Swamp","Basic Land - Swamp","B","","false","Discarding"
"Death's Approach","Enchantment - Aura","B","{B}","false","Discarding"
"Burglar Rat","Creature - Rat","B","{1}{B}","false","Discarding"
"Tinybones, Trinket Thief","Legendary Creature - Skeleton Rogue","B","{1}{B}","false","Discarding"
"Wight of Precinct Six","Creature - Zombie","B","{1}{B}","false","Discarding"
"Mind Rot","Sorcery","B","{2}{B}","false","Discarding"
"Nyxathid","Creature - Elemental","B","{1}{B}{B}","false","Discarding"
"Slate Street Ruffian","Creature - Human Warrior","B","{2}{B}","false","Discarding"
"Entomber Exarch","Creature - Phyrexian Cleric","B","{2}{B}{B}","false","Discarding"
"Fell Specter","Creature - Specter","B","{3}{B}","false","Discarding"
"Liliana's Reaver","Creature - Zombie","B","{2}{B}{B}","false","Discarding"
"Ravenous Chupacabra","Creature - Beast Horror","B","{2}{B}{B}","false","Discarding"
"Assassin's Strike","Sorcery","B","{4}{B}{B}","false","Discarding"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Thriving Heath","Land","W","","false","Doctor"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Plains","Basic Land - Plains","W","","false","Doctor"
"Anointed Chorister","Creature - Human Cleric","W","{W}","false","Doctor"
"Speaker of the Heavens","Creature - Human Cleric","W","{W}","false","Doctor"
"Alabaster Mage","Creature - Human Wizard","W","{1}{W}","false","Doctor"
"Griffin Aerie","Enchantment","W","{1}{W}","false","Doctor"
"Stone Haven Pilgrim","Creature - Kor Cleric","W","{1}{W}","false","Doctor"
"Swift Response","Instant","W","{1}{W}","false","Doctor"
"Brightmare","Creature - Unicorn","W","{2}{W}","false","Doctor"
"Light of Promise","Enchantment - Aura","W","{2}{W}","false","Doctor"
"Path of Bravery","Enchantment","W","{2}{W}","false","Doctor"
"Cradle of Vitality","Enchantment","W","{3}{W}","false","Doctor"
"Faith's Fetters","Enchantment - Aura","W","{3}{W}","false","Doctor"
"Rhox Faithmender","Creature - Rhino Monk","W","{3}{W}","false","Doctor"
"Thriving Heath","Land","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Plains","Basic Land - Plains","W","","false","Dogs"
"Isamaru, Hound of Konda","Legendary Creature - Dog","W","{W}","false","Dogs"
"Selfless Savior","Creature - Dog","W","{W}","false","Dogs"
"Alpine Watchdog","Creature - Dog","W","{1}{W}","false","Dogs"
"Pacifism","Enchantment - Aura","W","{1}{W}","false","Dogs"
"Pack Leader","Creature - Dog","W","{1}{W}","false","Dogs"
"Affa Guard Hound","Creature - Dog","W","{2}{W}","false","Dogs"
"Cathar's Companion","Creature - Dog","W","{2}{W}","false","Dogs"
"Release the Dogs","Sorcery","W","{3}{W}","false","Dogs"
"Trusty Retriever","Creature - Dog","W","{3}{W}","false","Dogs"
"Rambunctious Mutt","Creature - Dog","W","{3}{W}{W}","false","Dogs"
"Secure the Scene","Sorcery","W","{4}{W}","false","Dogs"
"Supply Runners","Creature - Dog","W","{4}{W}","false","Dogs"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Thriving Bluff","Land","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Mountain","Basic Land - Mountain","R","","false","Dragons"
"Draconic Roar","Instant","R","{1}{R}","false","Dragons"
"Dragon Hatchling","Creature - Dragon","R","{1}{R}","false","Dragons"
"Dragonlord's Servant","Creature - Goblin Shaman","R","{1}{R}","false","Dragons"
"Bathe in Dragonfire","Sorcery","R","{2}{R}","false","Dragons"
"Dragonspeaker Shaman","Creature - Human Barbarian Shaman","R","{1}{R}{R}","false","Dragons"
"Gadrak, the Crown-Scourge","Legendary Creature - Dragon","R","{2}{R}","false","Dragons"
"Dragonloft Idol","Artifact Creature - Gargoyle","R","{4}","false","Dragons"
"Furnace Whelp","Creature - Dragon","R","{2}{R}{R}","false","Dragons"
"Sarkhan's Rage","Instant","R","{4}{R}","false","Dragons"
"Terror of the Peaks","Creature - Dragon","R","{3}{R}{R}","false","Dragons"
"Lathliss, Dragon Queen","Legendary Creature - Dragon","R","{4}{R}{R}","false","Dragons"
"Thriving Grove","Land","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Forest","Basic Land - Forest","G","","false","Elves"
"Allosaurus Shepherd","Creature - Elf Shaman","G","{G}","false","Elves"
"Dwynen's Elite","Creature - Elf Warrior","G","{1}{G}","false","Elves"
"Leaf Gilder","Creature - Elf Druid","G","{1}{G}","false","Elves"
"Silhana Wayfinder","Creature - Elf Scout","G","{1}{G}","false","Elves"
"Titanic Growth","Instant","G","{1}{G}","false","Elves"
"Wren's Run Vanquisher","Creature - Elf Warrior","G","{1}{G}","false","Elves"
"Crushing Canopy","Instant","G","{2}{G}","false","Elves"
"Elvish Archdruid","Creature - Elf Druid","G","{1}{G}{G}","false","Elves"
"Llanowar Visionary","Creature - Elf Druid","G","{2}{G}","false","Elves"
"Presence of Gond","Enchantment - Aura","G","{2}{G}","false","Elves"
"Hunter's Edge","Sorcery","G","{3}{G}","false","Elves"
"Craterhoof Behemoth","Creature - Beast","G","{5}{G}{G}{G}","false","Elves"
"Thriving Heath","Land","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Plains","Basic Land - Plains","W","","false","Enchanted"
"Forced Worship","Enchantment - Aura","W","{1}{W}","false","Enchanted"
"Indomitable Will","Enchantment - Aura","W","{1}{W}","false","Enchanted"
"Kor Spiritdancer","Creature - Kor Wizard","W","{1}{W}","false","Enchanted"
"Stone Haven Pilgrim","Creature - Kor Cleric","W","{1}{W}","false","Enchanted"
"Blessed Spirits","Creature - Spirit","W","{2}{W}","false","Enchanted"
"Dub","Enchantment - Aura","W","{2}{W}","false","Enchanted"
"Face of Divinity","Enchantment - Aura","W","{2}{W}","false","Enchanted"
"Ajani's Chosen","Creature - Cat Soldier","W","{2}{W}{W}","false","Enchanted"
"Faith's Fetters","Enchantment - Aura","W","{3}{W}","false","Enchanted"
"Trusty Retriever","Creature - Dog","W","{3}{W}","false","Enchanted"
"Knightly Valor","Enchantment - Aura","W","{4}{W}","false","Enchanted"
"Celestial Mantle","Enchantment - Aura","W","{3}{W}{W}{W}","false","Enchanted"
"Thriving Heath","Land","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Plains","Basic Land - Plains","W","","false","Feathered Friends"
"Sky Tether","Enchantment - Aura","W","{W}","false","Feathered Friends"
"Healer's Hawk","Creature - Bird","W","{W}","false","Feathered Friends"
"Concordia Pegasus","Creature - Pegasus","W","{1}{W}","false","Feathered Friends"
"Moment of Heroism","Instant","W","{1}{W}","false","Feathered Friends"
"Swift Response","Instant","W","{1}{W}","false","Feathered Friends"
"Dauntless Onslaught","Instant","W","{2}{W}","false","Feathered Friends"
"Warded Battlements","Creature - Wall","W","{2}{W}","false","Feathered Friends"
"Falconer Adept","Creature - Human Soldier","W","{3}{W}","false","Feathered Friends"
"Archon of Justice","Creature - Archon","W","{3}{W}{W}","false","Feathered Friends"
"Archon of Redemption","Creature - Archon","W","{3}{W}{W}","false","Feathered Friends"
"Steel-Plume Marshal","Creature - Bird Soldier","W","{3}{W}{W}","false","Feathered Friends"
"Angel of the Dire Hour","Creature - Angel","W","{5}{W}{W}","false","Feathered Friends"
"Thriving Grove","Land","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Forest","Basic Land - Forest","G","","false","Garruk"
"Ranger's Guile","Instant","G","{G}","false","Garruk"
"Brushstrider","Creature - Beast","G","{1}{G}","false","Garruk"
"Drowsing Tyrannodon","Creature - Dinosaur","G","{1}{G}","false","Garruk"
"Garruk's Harbinger","Creature - Beast","G","{1}{G}{G}","false","Garruk"
"Hunter's Insight","Instant","G","{2}{G}","false","Garruk"
"Orazca Frillback","Creature - Dinosaur","G","{2}{G}","false","Garruk"
"Garruk's Uprising","Enchantment","G","{2}{G}","false","Garruk"
"Garruk, Unleashed","Legendary Planeswalker - Garruk","G","{2}{G}{G}","false","Garruk"
"Hunter's Edge","Sorcery","G","{3}{G}","false","Garruk"
"Rumbling Baloth","Creature - Beast","G","{2}{G}{G}","false","Garruk"
"Garruk's Gorehorn","Creature - Beast","G","{4}{G}","false","Garruk"
"Affectionate Indrik","Creature - Beast","G","{5}{G}","false","Garruk"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Thriving Bluff","Land","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Mountain","Basic Land - Mountain","R","","false","Goblins"
"Goblin Arsonist","Creature - Goblin Shaman","R","{R}","false","Goblins"
"Outnumber","Instant","R","{R}","false","Goblins"
"Shock","Instant","R","{R}","false","Goblins"
"Goblin Instigator","Creature - Goblin Rogue","R","{1}{R}","false","Goblins"
"Goblin Lore","Sorcery","R","{1}{R}","false","Goblins"
"Ornery Goblin","Creature - Goblin Warrior","R","{1}{R}","false","Goblins"
"Goblin Chieftain","Creature - Goblin","R","{1}{R}{R}","false","Goblins"
"Beetleback Chief","Creature - Goblin Warrior","R","{2}{R}{R}","false","Goblins"
"Goblin Goon","Creature - Goblin Mutant","R","{3}{R}","false","Goblins"
"Krenko, Mob Boss","Legendary Creature - Goblin Warrior","R","{2}{R}{R}","false","Goblins"
"Volley Veteran","Creature - Goblin Warrior","R","{3}{R}","false","Goblins"
"Muxus, Goblin Grandee","Legendary Creature - Goblin Noble","R","{4}{R}{R}","false","Goblins"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Thriving Heath","Land","W","","false","Heavily Armored"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Plains","Basic Land - Plains","W","","false","Heavily Armored"
"Gird for Battle","Sorcery","W","{W}","false","Heavily Armored"
"Mikaeus, the Lunarch","Legendary Creature - Human Cleric","W","{X}{W}","false","Heavily Armored"
"Battlefield Promotion","Instant","W","{1}{W}","false","Heavily Armored"
"Divine Arrow","Instant","W","{1}{W}","false","Heavily Armored"
"Feat of Resistance","Instant","W","{1}{W}","false","Heavily Armored"
"Lightwalker","Creature - Human Warrior","W","{1}{W}","false","Heavily Armored"
"Tempered Veteran","Creature - Human Knight","W","{1}{W}","false","Heavily Armored"
"Duelist's Heritage","Enchantment","W","{2}{W}","false","Heavily Armored"
"Makeshift Battalion","Creature - Human Soldier","W","{2}{W}","false","Heavily Armored"
"Siege Striker","Creature - Human Soldier","W","{2}{W}","false","Heavily Armored"
"High Sentinels of Arashin","Creature - Bird Soldier","W","{3}{W}","false","Heavily Armored"
"Cathars' Crusade","Enchantment","W","{3}{W}{W}","false","Heavily Armored"
"Forest","Basic Land - Forest","G","","false","Lands"
"Thriving Grove","Land","G","","false","Lands"
"Forest","Basic Land - Forest","G","","false","Lands"
"Forest","Basic Land - Forest","G","","false","Lands"
"Forest","Basic Land - Forest","G","","false","Lands"
"Forest","Basic Land - Forest","G","","false","Lands"
"Forest","Basic Land - Forest","G","","false","Lands"
"Forest","Basic Land - Forest","G","","false","Lands"
"Feral Hydra","Creature - Hydra Beast","G","{X}{G}","false","Lands"
"Elemental Uprising","Instant","G","{1}{G}","false","Lands"
"Fa'adiyah Seer","Creature - Human Shaman","G","{1}{G}","false","Lands"
"Sylvan Ranger","Creature - Elf Scout Ranger","G","{1}{G}","false","Lands"
"Crushing Canopy","Instant","G","{2}{G}","false","Lands"
"Cultivate","Sorcery","G","{2}{G}","false","Lands"
"Fertilid","Creature - Elemental","G","{2}{G}","false","Lands"
"Oracle of Mul Daya","Creature - Elf Shaman","G","{3}{G}","false","Lands"
"Wildheart Invoker","Creature - Elf Shaman","G","{2}{G}{G}","false","Lands"
"Woodborn Behemoth","Creature - Elemental","G","{3}{G}{G}","false","Lands"
"Zendikar's Roil","Enchantment","G","{3}{G}{G}","false","Lands"
"Ulvenwald Hydra","Creature - Hydra","G","{4}{G}{G}","false","Lands"
"Plains","Basic Land - Plains","W","","false","Legion"
"Thriving Heath","Land","W","","false","Legion"
"Plains","Basic Land - Plains","W","","false","Legion"
"Plains","Basic Land - Plains","W","","false","Legion"
"Plains","Basic Land - Plains","W","","false","Legion"
"Plains","Basic Land - Plains","W","","false","Legion"
"Plains","Basic Land - Plains","W","","false","Legion"
"Plains","Basic Land - Plains","W","","false","Legion"
"Path to Exile","Instant","W","{W}","false","Legion"
"Selfless Savior","Creature - Dog","W","{W}","false","Legion"
"Basri's Solidarity","Sorcery","W","{1}{W}","false","Legion"
"Raise the Alarm","Instant","W","{1}{W}","false","Legion"
"Glorious Anthem","Enchantment","W","{1}{W}{W}","false","Legion"
"Legion's Judgment","Sorcery","W","{2}{W}","false","Legion"
"Mentor of the Meek","Creature - Human Soldier","W","{2}{W}","false","Legion"
"Siege Striker","Creature - Human Soldier","W","{2}{W}","false","Legion"
"Falconer Adept","Creature - Human Soldier","W","{3}{W}","false","Legion"
"Release the Dogs","Sorcery","W","{3}{W}","false","Legion"
"Blessed Sanctuary","Enchantment","W","{3}{W}{W}","false","Legion"
"Lena, Selfless Champion","Legendary Creature - Human Knight","W","{4}{W}{W}","false","Legion"
"Thriving Bluff","Land","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Mountain","Basic Land - Mountain","R","","false","Lightning"
"Chain Lightning","Sorcery","R","{R}","false","Lightning"
"Lightning Axe","Instant","R","{R}","false","Lightning"
"Lightning Bolt","Instant","R","{R}","false","Lightning"
"Lightning-Core Excavator","Artifact Creature - Golem","R","{1}","false","Lightning"
"Lightning Visionary","Creature - Minotaur Shaman","R","{1}{R}","false","Lightning"
"Lightning Visionary","Creature - Minotaur Shaman","R","{1}{R}","false","Lightning"
"Ball Lightning","Creature - Elemental","R","{R}{R}{R}","false","Lightning"
"Lightning Phoenix","Creature - Phoenix","R","{2}{R}","false","Lightning"
"Weaver of Lightning","Creature - Human Shaman","R","{2}{R}","false","Lightning"
"Homing Lightning","Instant","R","{2}{R}{R}","false","Lightning"
"Living Lightning","Creature - Elemental Shaman","R","{3}{R}","false","Lightning"
"Lightning Shrieker","Creature - Dragon","R","{4}{R}","false","Lightning"
"Thriving Moor","Land","B","","false","Liliana"
"Swamp","Basic Land - Swamp","B","","false","Liliana"
"Swamp","Basic Land - Swamp","B","","false","Liliana"
"Swamp","Basic Land - Swamp","B","","false","Liliana"
"Swamp","Basic Land - Swamp","B","","false","Liliana"
"Swamp","Basic Land - Swamp","B","","false","Liliana"
"Swamp","Basic Land - Swamp","B","","false","Liliana"
