"name","Type","Color","manacost","maybeboard","tags"
"Scion of the Wild","Creature - Avatar","G","{1}{G}{G}","false","G - Saprolings"
"Sporecrown Thallid","Creature - Fungus","G","{1}{G}","false","G - Saprolings"
"Thriving Grove","Land","G","","false","G - Saprolings"
"Verdeloth the Ancient","Legendary Creature - Treefolk","G","{4}{G}{G}","false","G - Saprolings"
"Yavimaya Sapherd","Creature - Fungus","G","{2}{G}","false","G - Saprolings"
"Brothers Yamazaki","Legendary Creature - Human Samurai","R","{2}{R}","false","R - Legends"
"Brothers Yamazaki","Legendary Creature - Human Samurai","R","{2}{R}","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Legends"
"Squee, the Immortal","Legendary Creature - Goblin","R","{1}{R}{R}","false","R - Legends"
"Tenza, Godo's Maul","Legendary Artifact - Equipment","","{3}","false","R - Legends"
"Thriving Bluff","Land","R","","false","R - Legends"
"Upriser Renegade","Creature - Human Samurai","R","{1}{R}","false","R - Legends"
"Valduk, Keeper of the Flame","Legendary Creature - Human Shaman","R","{2}{R}","false","R - Legends"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Mountain","Basic Land - Mountain","R","","false","R - Splinter Twin"
"Splinter Twin","Enchantment - Aura","R","{2}{R}{R}","false","R - Splinter Twin"
"Thriving Bluff","Land","R","","false","R - Splinter Twin"
"Zealous Conscripts","Creature - Human Warrior","R","{4}{R}","false","R - Splinter Twin"
"Fodder Cannon","Artifact","","{4}","false","R - Goblins"
"Goblin Grenade","Sorcery","R","{R}","false","R - Goblins"
"Goblin Piledriver","Creature - Goblin Warrior","R","{1}{R}","false","R - Goblins"
"Goblin Warchief","Creature - Goblin Warrior","R","{1}{R}{R}","false","R - Goblins"
"Krenko's Command","Sorcery","R","{1}{R}","false","R - Goblins"
"Mogg Flunkies","Creature - Goblin","R","{1}{R}","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Mountain","Basic Land - Mountain","R","","false","R - Goblins"
"Siege-Gang Commander","Creature - Goblin","R","{3}{R}{R}","false","R - Goblins"
"Tarfire","Tribal Instant - Goblin","R","{R}","false","R - Goblins"
"Thriving Bluff","Land","R","","false","R - Goblins"
"Volley Veteran","Creature - Goblin Warrior","R","{3}{R}","false","R - Goblins"
"Ancient Den","Artifact Land","W","","false","W - Affinity"
"Arcbound Javelineer","Artifact Creature - Soldier","W","{W}","false","W - Affinity"
"Arcbound Prototype","Artifact Creature - Assembly-Worker","W","{1}{W}","false","W - Affinity"
"Dispatch","Instant","W","{W}","false","W - Affinity"
"Frogmite","Artifact Creature - Frog","","{4}","false","W - Affinity"
"Myr Enforcer","Artifact Creature - Myr","","{7}","false","W - Affinity"
"Plains","Basic Land - Plains","W","","false","W - Affinity"
"Plains","Basic Land - Plains","W","","false","W - Affinity"
"Plains","Basic Land - Plains","W","","false","W - Affinity"
"Tempered Steel","Enchantment","W","{1}{W}{W}","false","W - Affinity"
"Thriving Heath","Land","W","","false","W - Affinity"
"Argentum Armor","Artifact - Equipment","","{6}","false","W - Equipment"
"Glint Hawk","Creature - Bird","W","{W}","false","W - Equipment"
"Kor Skyfisher","Creature - Kor Soldier","W","{1}{W}","false","W - Equipment"
"Loxodon Warhammer","Artifact - Equipment","","{3}","false","W - Equipment"
"Ornithopter","Artifact Creature - Thopter","","{0}","false","W - Equipment"
"Plains","Basic Land - Plains","W","","false","W - Equipment"
"Plains","Basic Land - Plains","W","","false","W - Equipment"
"Plains","Basic Land - Plains","W","","false","W - Equipment"
"Plains","Basic Land - Plains","W","","false","W - Equipment"
"Plains","Basic Land - Plains","W","","false","W - Equipment"
"Puresteel Paladin","Creature - Human Knight","W","{W}{W}","false","W - Equipment"
"Quest for the Holy Relic","Enchantment","W","{W}","false","W - Equipment"
"Skinwing","Artifact - Equipment","","{4}","false","W - Equipment"
"Thriving Heath","Land","W","","false","W - Equipment"
"Ballynock Cohort","Creature - Kithkin Soldier","W","{2}{W}","false","W - Boat Brew"
"Caravan Escort","Creature - Human Knight","W","{W}","false","W - Boat Brew"
"Cenn's Tactician","Creature - Kithkin Soldier","W","{W}","false","W - Boat Brew"
"Goldmeadow Harrier","Creature - Kithkin Soldier","W","{W}","false","W - Boat Brew"
"Journey to Nowhere","Enchantment","W","{1}{W}","false","W - Boat Brew"
"Kitchen Finks","Creature - Ouphe","GW","{1}{G/W}{G/W}","false","W - Boat Brew"
"Knight of the White Orchid","Creature - Human Knight","W","{W}{W}","false","W - Boat Brew"
"Neck Snap","Instant","W","{3}{W}","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Plains","Basic Land - Plains","W","","false","W - Boat Brew"
"Ranger of Eos","Creature - Human Soldier Ranger","W","{3}{W}","false","W - Boat Brew"
"Reveillark","Creature - Elemental","W","{4}{W}","false","W - Boat Brew"
"Thraben Inspector","Creature - Human Soldier","W","{W}","false","W - Boat Brew"
"Thriving Heath","Land","W","","false","W - Boat Brew"
"Dispense Justice","Instant","W","{2}{W}","false","W - Affinity"
"Ancient Den","Artifact Land","W","","false","W - Equipment"
"Darksteel Citadel","Artifact Land","","","false","W - Equipment"
"Fanatical Firebrand","Creature - Goblin Pirate","R","{R}","false","R - Goblins"
"Heiko Yamazaki, the General","Legendary Creature - Human Samurai","R","{3}{R}","false","R - Legends"
"Tyrite Sanctum","Land","","","false","R - Legends"
"Faerie Vandal","Creature - Faerie Rogue","U","{1}{U}","false","U - Basic Blue"
"Cloudkin Seer","Creature - Elemental Wizard","U","{2}{U}","false","U - Basic Blue"
"Caves of Koilos","Land","BW","","false","B - Reanimator"
"Dread Return","Sorcery","B","{2}{B}{B}","false","B - Reanimator"
"Scion of Darkness","Creature - Avatar","B","{5}{B}{B}{B}","false","B - Reanimator"
"Stinkweed Imp","Creature - Imp","B","{2}{B}","false","B - Reanimator"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimator"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimator"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimator"
"Unburial Rites","Sorcery","BW","{4}{B}","false","B - Reanimator"
"Fungal Plots","Enchantment","G","{1}{G}","false","G - Saprolings"
"Dreadhorde Twins","Creature - Zombie Jackal Warrior","R","{3}{R}","false","R - Splinter Twin"
"Chromatic Sphere","Artifact","","{1}","false","B - Vampires"
"Feast of Blood","Sorcery","B","{1}{B}","false","B - Vampires"
"Gatekeeper of Malakir","Creature - Vampire Warrior","B","{B}{B}","false","B - Vampires"
"Guul Draz Vampire","Creature - Vampire Rogue","B","{B}","false","B - Vampires"
"Malakir Bloodwitch","Creature - Vampire Shaman","B","{3}{B}{B}","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Swamp","Basic Land - Swamp","B","","false","B - Vampires"
"Thriving Moor","Land","B","","false","B - Vampires"
"Urge to Feed","Instant","B","{B}{B}","false","B - Vampires"
"Vampire Lacerator","Creature - Vampire Warrior","B","{B}","false","B - Vampires"
"Vampire Nighthawk","Creature - Vampire Shaman","B","{1}{B}{B}","false","B - Vampires"
"Deathcap Cultivator","Creature - Human Druid","BG","{1}{G}","false","G - Delirium Dredge"
"Forest","Basic Land - Forest","G","","false","G - Delirium Dredge"
"Forest","Basic Land - Forest","G","","false","G - Delirium Dredge"
"Forest","Basic Land - Forest","G","","false","G - Delirium Dredge"
"Forest","Basic Land - Forest","G","","false","G - Delirium Dredge"
"Golgari Grave-Troll","Creature - Troll Skeleton","G","{4}{G}","false","G - Delirium Dredge"
"Horizon Spellbomb","Artifact","G","{1}","false","G - Delirium Dredge"
"Maelstrom Pulse","Sorcery","BG","{1}{B}{G}","false","G - Delirium Dredge"
"Moldervine Cloak","Enchantment - Aura","G","{2}{G}","false","G - Delirium Dredge"
"Moldgraf Scavenger","Creature - Fungus","G","{1}{G}","false","G - Delirium Dredge"
"Obsessive Skinner","Creature - Human Rogue","G","{1}{G}","false","G - Delirium Dredge"
"Swamp","Basic Land - Swamp","B","","false","G - Delirium Dredge"
"Terramorphic Expanse","Land","","","false","G - Delirium Dredge"
"Abzan Battle Priest","Creature - Human Cleric","W","{3}{W}","false","W - Outlast"
"Abzan Falconer","Creature - Human Soldier","W","{2}{W}","false","W - Outlast"
"Ainok Bond-Kin","Creature - Dog Soldier","W","{1}{W}","false","W - Outlast"
"Herald of Anafenza","Creature - Human Soldier","W","{W}","false","W - Outlast"
"Plains","Basic Land - Plains","W","","false","W - Outlast"
"Plains","Basic Land - Plains","W","","false","W - Outlast"
"Plains","Basic Land - Plains","W","","false","W - Outlast"
"Plains","Basic Land - Plains","W","","false","W - Outlast"
"Plains","Basic Land - Plains","W","","false","W - Outlast"
"Plains","Basic Land - Plains","W","","false","W - Outlast"
"Thriving Heath","Land","W","","false","W - Outlast"
"Magda, Brazen Outlaw","Legendary Creature - Dwarf Berserker","R","{1}{R}","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Mountain","Basic Land - Mountain","R","","false","R - Treasure Hunters"
"Plundering Barbarian","Creature - Dwarf Barbarian","R","{2}{R}","false","R - Treasure Hunters"
"Rapacious Dragon","Creature - Dragon","R","{4}{R}","false","R - Treasure Hunters"
"Thriving Bluff","Land","R","","false","R - Treasure Hunters"
"Trove of Temptation","Enchantment","R","{3}{R}","false","R - Treasure Hunters"
"Vault Robber","Creature - Dwarf Rogue","R","{1}{R}","false","R - Treasure Hunters"
"Arrogant Wurm","Creature - Wurm","G","{3}{G}{G}","false","G - Green Flashback"
"Basking Rootwalla","Creature - Lizard","G","{G}","false","G - Green Flashback"
"Beast Attack","Instant","G","{2}{G}{G}{G}","false","G - Green Flashback"
"Call of the Herd","Sorcery","G","{2}{G}","false","G - Green Flashback"
"Forest","Basic Land - Forest","G","","false","G - Green Flashback"
"Forest","Basic Land - Forest","G","","false","G - Green Flashback"
"Forest","Basic Land - Forest","G","","false","G - Green Flashback"
"Forest","Basic Land - Forest","G","","false","G - Green Flashback"
"Forest","Basic Land - Forest","G","","false","G - Green Flashback"
"Forest","Basic Land - Forest","G","","false","G - Green Flashback"
"Grand Coliseum","Land","","","false","G - Green Flashback"
"Rancor","Enchantment - Aura","G","{G}","false","G - Green Flashback"
"Roar of the Wurm","Sorcery","G","{6}{G}","false","G - Green Flashback"
"Wild Mongrel","Creature - Dog","G","{1}{G}","false","G - Green Flashback"
"Foresee","Sorcery","U","{3}{U}","false","U - Delver"
"Dreadship Reef","Land","BU","","false","U - Proliferate"
"Island","Basic Land - Island","U","","false","U - Proliferate"
"Island","Basic Land - Island","U","","false","U - Proliferate"
"Island","Basic Land - Island","U","","false","U - Proliferate"
"Island","Basic Land - Island","U","","false","U - Proliferate"
"Island","Basic Land - Island","U","","false","U - Proliferate"
"Island","Basic Land - Island","U","","false","U - Proliferate"
"Tezzeret's Gambit","Sorcery","U","{3}{U/P}","false","U - Proliferate"
"Thriving Isle","Land","U","","false","U - Proliferate"
"Plains","Basic Land - Plains","W","","false","W - Affinity"
"Beetleback Chief","Creature - Goblin Warrior","R","{2}{R}{R}","false","R - Splinter Twin"
"Brazen Freebooter","Creature - Human Pirate","R","{3}{R}","false","R - Treasure Hunters"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimator"
"Twisted Embrace","Enchantment - Aura","B","{2}{B}{B}","false","B - Devotion"
"Ishkanah, Grafwidow","Legendary Creature - Spider","BG","{4}{G}","false","G - Delirium Dredge"
"Goblin Cratermaker","Creature - Goblin Warrior","R","{1}{R}","false","R - Splinter Twin"
"Lightning Spear","Artifact - Equipment","R","{1}{R}","false","R - Legends"
"Bone Shards","Sorcery","B","{B}","false","B - Reanimator"
"Davriel, Rogue Shadowmage","Legendary Planeswalker - Davriel","B","{2}{B}","false","B - Discard"
"Hypnotic Specter","Creature - Specter","B","{1}{B}{B}","false","B - Discard"
"Ravenous Rats","Creature - Rat","B","{1}{B}","false","B - Discard"
"Swamp","Basic Land - Swamp","B","","false","B - Discard"
"Swamp","Basic Land - Swamp","B","","false","B - Hellbent"
"Swamp","Basic Land - Swamp","B","","false","B - Discard"
"Swamp","Basic Land - Swamp","B","","false","B - Discard"
"Swamp","Basic Land - Swamp","B","","false","B - Discard"
"Swamp","Basic Land - Swamp","B","","false","B - Discard"
"Swamp","Basic Land - Swamp","B","","false","B - Discard"
"Terror","Instant","B","{1}{B}","false","B - Discard"
"Thriving Moor","Land","B","","false","B - Discard"
"Urgoros, the Empty One","Legendary Creature - Specter","B","{4}{B}{B}","false","B - Discard"
"Bladewing's Thrall","Creature - Zombie","B","{2}{B}{B}","false","B - Black Dragons"
"Crux of Fate","Sorcery","B","{3}{B}{B}","false","B - Black Dragons"
"Foul-Tongue Invocation","Instant","B","{2}{B}","false","B - Black Dragons"
"Skithiryx, the Blight Dragon","Legendary Creature - Phyrexian Dragon Skeleton","B","{3}{B}{B}","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Black Dragons"
"Venomous Changeling","Creature - Shapeshifter","B","{2}{B}","false","B - Black Dragons"
"Waterknot","Enchantment - Aura","U","{1}{U}{U}","false","U - Merfolk"
"Porcelain Legionnaire","Artifact Creature - Phyrexian Soldier","W","{2}{W/P}","false","W - Affinity"
"Sojourner's Companion","Artifact Creature - Salamander","","{7}","false","W - Affinity"
"Syr Konrad, the Grim","Legendary Creature - Human Knight","B","{3}{B}{B}","false","B - Discard"
"Groundswell","Instant","G","{G}","false","G - Landfall"
"Doom Blade","Instant","B","{1}{B}","false","B - Basic Black"
"Fleshbag Marauder","Creature - Zombie Warrior","B","{2}{B}","false","B - Basic Black"
"Gravedigger","Creature - Zombie","B","{3}{B}","false","B - Basic Black"
"Necrogen Scudder","Creature - Phyrexian Horror","B","{2}{B}","false","B - Basic Black"
"Priest of the Blood Rite","Creature - Human Cleric","B","{3}{B}{B}","false","B - Basic Black"
"Ravenous Chupacabra","Creature - Beast Horror","B","{2}{B}{B}","false","B - Basic Black"
"Read the Bones","Sorcery","B","{2}{B}","false","B - Basic Black"
"Reassembling Skeleton","Creature - Skeleton Warrior","B","{1}{B}","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Swamp","Basic Land - Swamp","B","","false","B - Basic Black"
"Thallid Soothsayer","Creature - Fungus","B","{3}{B}","false","B - Basic Black"
"Thriving Moor","Land","B","","false","B - Basic Black"
"Cudgel Troll","Creature - Troll","G","{2}{G}{G}","false","G - Basic Green"
"Epic Confrontation","Sorcery","G","{1}{G}","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Forest","Basic Land - Forest","G","","false","G - Basic Green"
"Garruk's Companion","Creature - Beast","G","{G}{G}","false","G - Basic Green"
"Garruk's Packleader","Creature - Beast","G","{4}{G}","false","G - Basic Green"
"Giant Growth","Instant","G","{G}","false","G - Basic Green"
"Jade Mage","Creature - Human Shaman","G","{1}{G}","false","G - Basic Green"
"Llanowar Elves","Creature - Elf Druid","G","","false","G - Basic Green"
"Thragtusk","Creature - Beast","G","{4}{G}","false","G - Basic Green"
"Thriving Grove","Land","G","","false","G - Basic Green"
"Wurmweaver Coil","Enchantment - Aura","G","{4}{G}{G}","false","G - Basic Green"
"Flametongue Kavu","Creature - Kavu","R","{3}{R}","false","R - Basic Red"
"Kiln Fiend","Creature - Elemental Beast","R","{1}{R}","false","R - Basic Red"
"Lightning Blast","Instant","R","{3}{R}","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Mountain","Basic Land - Mountain","R","","false","R - Basic Red"
"Pirate's Pillage","Sorcery","R","{3}{R}","false","R - Basic Red"
"Shivan Dragon","Creature - Dragon","R","{4}{R}{R}","false","R - Basic Red"
"Sudden Breakthrough","Instant","R","{1}{R}","false","R - Basic Red"
"Thriving Bluff","Land","R","","false","R - Basic Red"
"Young Pyromancer","Creature - Human Shaman","R","{1}{R}","false","R - Basic Red"
"Ajani's Pridemate","Creature - Cat Soldier","W","","false","W - Basic White"
"Angel of Vitality","Creature - Angel","W","{2}{W}","false","W - Basic White"
"Gideon's Avenger","Creature - Human Soldier","W","{1}{W}{W}","false","W - Basic White"
"Gods Willing","Instant","W","{W}","false","W - Basic White"
"Kabira Crossroads","Land","W","","false","W - Basic White"
"Knight of Meadowgrain","Creature - Kithkin Knight","W","{W}{W}","false","W - Basic White"
"Plains","Basic Land - Plains","W","","false","W - Basic White"
"Plains","Basic Land - Plains","W","","false","W - Basic White"
"Plains","Basic Land - Plains","W","","false","W - Basic White"
"Plains","Basic Land - Plains","W","","false","W - Basic White"
"Plains","Basic Land - Plains","W","","false","W - Basic White"
"Plains","Basic Land - Plains","W","","false","W - Basic White"
"Recumbent Bliss","Enchantment - Aura","W","{2}{W}","false","W - Basic White"
"Serra Angel","Creature - Angel","W","{3}{W}{W}","false","W - Basic White"
"Thriving Heath","Land","W","","false","W - Basic White"
"Noxious Dragon","Creature - Dragon","B","{4}{B}{B}","false","B - Black Dragons"
"Swamp","Basic Land - Swamp","B","","false","B - Reanimator"
